# Tournament Config: startingPlayers=3, gamesPerPhase=100
# Fallbacks: {"2":{"file":"tournament_j3zvExqh9bhYFcfuzihx_older.csv","topX":5}}
Rank,Status,VP,EN,HL,AT,YD,WinRate,GamesPlayed,AvgCardsBought,P1%,P2%,P3%,P4%,P5%,P6%,P7%,P8%,P9%,P10%,P11%
1982,Eliminated,20,15,4,2,2,48.0%,100,2.53,48.0%,-,-,-,-,-,-,-,-,-,-
1983,Eliminated,20,15,8,2,2,48.0%,100,2.56,48.0%,-,-,-,-,-,-,-,-,-,-
1984,Eliminated,20,20,10,1,0,48.0%,100,3.36,48.0%,-,-,-,-,-,-,-,-,-,-
1985,Eliminated,0,0,2,3,2,47.0%,100,0.25,47.0%,-,-,-,-,-,-,-,-,-,-
1986,Eliminated,0,5,4,2,2,47.0%,100,1.52,47.0%,-,-,-,-,-,-,-,-,-,-
1987,Eliminated,0,10,6,1,0,47.0%,100,3.30,47.0%,-,-,-,-,-,-,-,-,-,-
1988,Eliminated,0,20,0,1,6,47.0%,100,3.92,47.0%,-,-,-,-,-,-,-,-,-,-
1989,Eliminated,5,10,8,3,2,47.0%,100,2.37,47.0%,-,-,-,-,-,-,-,-,-,-
1990,Eliminated,5,15,10,2,2,47.0%,100,2.70,47.0%,-,-,-,-,-,-,-,-,-,-
1991,Eliminated,5,20,2,1,2,47.0%,100,3.18,47.0%,-,-,-,-,-,-,-,-,-,-
1992,Eliminated,10,5,0,1,4,47.0%,100,2.18,47.0%,-,-,-,-,-,-,-,-,-,-
1993,Eliminated,10,10,4,3,2,47.0%,100,2.73,47.0%,-,-,-,-,-,-,-,-,-,-
1994,Eliminated,10,15,8,2,2,47.0%,100,2.65,47.0%,-,-,-,-,-,-,-,-,-,-
1995,Eliminated,10,20,2,2,4,47.0%,100,3.13,47.0%,-,-,-,-,-,-,-,-,-,-
1996,Eliminated,10,20,6,3,2,47.0%,100,2.84,47.0%,-,-,-,-,-,-,-,-,-,-
1997,Eliminated,15,0,0,3,2,47.0%,100,0.56,47.0%,-,-,-,-,-,-,-,-,-,-
1998,Eliminated,15,10,2,2,2,47.0%,100,2.54,47.0%,-,-,-,-,-,-,-,-,-,-
1999,Eliminated,15,10,4,3,2,47.0%,100,2.38,47.0%,-,-,-,-,-,-,-,-,-,-
2000,Eliminated,15,10,10,3,2,47.0%,100,2.50,47.0%,-,-,-,-,-,-,-,-,-,-
2001,Eliminated,15,15,10,1,0,47.0%,100,3.36,47.0%,-,-,-,-,-,-,-,-,-,-
2002,Eliminated,15,20,0,3,6,47.0%,100,2.72,47.0%,-,-,-,-,-,-,-,-,-,-
2003,Eliminated,15,20,2,1,2,47.0%,100,3.15,47.0%,-,-,-,-,-,-,-,-,-,-
2004,Eliminated,15,20,4,2,2,47.0%,100,2.74,47.0%,-,-,-,-,-,-,-,-,-,-
2005,Eliminated,20,0,0,1,2,47.0%,100,0.47,47.0%,-,-,-,-,-,-,-,-,-,-
2006,Eliminated,20,10,6,2,2,47.0%,100,2.63,47.0%,-,-,-,-,-,-,-,-,-,-
2007,Eliminated,20,20,0,2,4,47.0%,100,2.72,47.0%,-,-,-,-,-,-,-,-,-,-
2008,Eliminated,20,20,0,3,4,47.0%,100,2.77,47.0%,-,-,-,-,-,-,-,-,-,-
2009,Eliminated,20,20,2,2,4,47.0%,100,2.72,47.0%,-,-,-,-,-,-,-,-,-,-
2010,Eliminated,0,5,4,3,2,46.0%,100,1.47,46.0%,-,-,-,-,-,-,-,-,-,-
2011,Eliminated,0,10,8,2,2,46.0%,100,2.30,46.0%,-,-,-,-,-,-,-,-,-,-
2012,Eliminated,0,10,10,3,2,46.0%,100,1.85,46.0%,-,-,-,-,-,-,-,-,-,-
2013,Eliminated,0,20,0,1,4,46.0%,100,4.25,46.0%,-,-,-,-,-,-,-,-,-,-
2014,Eliminated,0,20,0,2,6,46.0%,100,2.20,46.0%,-,-,-,-,-,-,-,-,-,-
2015,Eliminated,0,20,6,1,0,46.0%,100,3.33,46.0%,-,-,-,-,-,-,-,-,-,-
2016,Eliminated,0,20,8,1,0,46.0%,100,3.44,46.0%,-,-,-,-,-,-,-,-,-,-
2017,Eliminated,5,5,6,3,2,46.0%,100,1.73,46.0%,-,-,-,-,-,-,-,-,-,-
2018,Eliminated,5,10,8,2,2,46.0%,100,2.74,46.0%,-,-,-,-,-,-,-,-,-,-
2019,Eliminated,5,20,0,2,4,46.0%,100,2.55,46.0%,-,-,-,-,-,-,-,-,-,-
2020,Eliminated,5,20,0,2,6,46.0%,100,2.82,46.0%,-,-,-,-,-,-,-,-,-,-
2021,Eliminated,5,20,4,3,2,46.0%,100,2.36,46.0%,-,-,-,-,-,-,-,-,-,-
2022,Eliminated,10,0,0,2,4,46.0%,100,0.47,46.0%,-,-,-,-,-,-,-,-,-,-
2023,Eliminated,10,0,0,3,4,46.0%,100,0.68,46.0%,-,-,-,-,-,-,-,-,-,-
2024,Eliminated,10,0,10,3,2,46.0%,100,0.39,46.0%,-,-,-,-,-,-,-,-,-,-
2025,Eliminated,10,10,2,3,4,46.0%,100,2.74,46.0%,-,-,-,-,-,-,-,-,-,-
2026,Eliminated,10,10,6,2,2,46.0%,100,2.71,46.0%,-,-,-,-,-,-,-,-,-,-
2027,Eliminated,10,15,10,3,2,46.0%,100,2.61,46.0%,-,-,-,-,-,-,-,-,-,-
2028,Eliminated,10,20,4,2,2,46.0%,100,2.80,46.0%,-,-,-,-,-,-,-,-,-,-
2029,Eliminated,10,20,8,2,2,46.0%,100,2.61,46.0%,-,-,-,-,-,-,-,-,-,-
2030,Eliminated,15,0,2,2,2,46.0%,100,0.54,46.0%,-,-,-,-,-,-,-,-,-,-
2031,Eliminated,15,5,0,1,4,46.0%,100,2.14,46.0%,-,-,-,-,-,-,-,-,-,-
2032,Eliminated,15,5,0,3,4,46.0%,100,2.20,46.0%,-,-,-,-,-,-,-,-,-,-
2033,Eliminated,15,5,10,1,0,46.0%,100,2.85,46.0%,-,-,-,-,-,-,-,-,-,-
2034,Eliminated,15,20,2,2,2,46.0%,100,2.86,46.0%,-,-,-,-,-,-,-,-,-,-
2035,Eliminated,15,20,8,3,2,46.0%,100,2.67,46.0%,-,-,-,-,-,-,-,-,-,-
2036,Eliminated,20,5,0,1,4,46.0%,100,2.06,46.0%,-,-,-,-,-,-,-,-,-,-
2037,Eliminated,20,5,0,3,4,46.0%,100,2.11,46.0%,-,-,-,-,-,-,-,-,-,-
2038,Eliminated,20,10,4,2,2,46.0%,100,2.64,46.0%,-,-,-,-,-,-,-,-,-,-
2039,Eliminated,20,15,0,1,4,46.0%,100,2.56,46.0%,-,-,-,-,-,-,-,-,-,-
2040,Eliminated,20,15,2,1,2,46.0%,100,2.87,46.0%,-,-,-,-,-,-,-,-,-,-
2041,Eliminated,20,15,6,2,2,46.0%,100,2.76,46.0%,-,-,-,-,-,-,-,-,-,-
2042,Eliminated,20,15,10,3,2,46.0%,100,2.54,46.0%,-,-,-,-,-,-,-,-,-,-
2043,Eliminated,20,20,8,2,2,46.0%,100,2.79,46.0%,-,-,-,-,-,-,-,-,-,-
2044,Eliminated,0,5,0,3,4,45.0%,100,1.56,45.0%,-,-,-,-,-,-,-,-,-,-
2045,Eliminated,0,15,0,1,4,45.0%,100,3.67,45.0%,-,-,-,-,-,-,-,-,-,-
2046,Eliminated,0,15,6,2,2,45.0%,100,3.02,45.0%,-,-,-,-,-,-,-,-,-,-
2047,Eliminated,0,20,0,2,4,45.0%,100,2.18,45.0%,-,-,-,-,-,-,-,-,-,-
2048,Eliminated,5,15,2,1,4,45.0%,100,3.27,45.0%,-,-,-,-,-,-,-,-,-,-
2049,Eliminated,5,15,2,2,4,45.0%,100,2.92,45.0%,-,-,-,-,-,-,-,-,-,-
2050,Eliminated,5,15,6,3,2,45.0%,100,2.58,45.0%,-,-,-,-,-,-,-,-,-,-
2051,Eliminated,10,5,2,1,2,45.0%,100,2.05,45.0%,-,-,-,-,-,-,-,-,-,-
2052,Eliminated,10,5,8,2,2,45.0%,100,1.93,45.0%,-,-,-,-,-,-,-,-,-,-
2053,Eliminated,10,10,2,3,2,45.0%,100,2.72,45.0%,-,-,-,-,-,-,-,-,-,-
2054,Eliminated,10,15,8,3,2,45.0%,100,2.58,45.0%,-,-,-,-,-,-,-,-,-,-
2055,Eliminated,10,15,10,1,0,45.0%,100,3.20,45.0%,-,-,-,-,-,-,-,-,-,-
2056,Eliminated,15,5,2,1,2,45.0%,100,1.95,45.0%,-,-,-,-,-,-,-,-,-,-
2057,Eliminated,15,5,2,2,2,45.0%,100,1.81,45.0%,-,-,-,-,-,-,-,-,-,-
2058,Eliminated,15,5,2,3,2,45.0%,100,1.88,45.0%,-,-,-,-,-,-,-,-,-,-
2059,Eliminated,15,10,2,1,2,45.0%,100,2.85,45.0%,-,-,-,-,-,-,-,-,-,-
2060,Eliminated,15,15,0,1,6,45.0%,100,2.79,45.0%,-,-,-,-,-,-,-,-,-,-
2061,Eliminated,15,15,2,1,2,45.0%,100,3.24,45.0%,-,-,-,-,-,-,-,-,-,-
2062,Eliminated,15,15,8,3,2,45.0%,100,2.43,45.0%,-,-,-,-,-,-,-,-,-,-
2063,Eliminated,15,20,2,3,2,45.0%,100,2.72,45.0%,-,-,-,-,-,-,-,-,-,-
2064,Eliminated,20,5,6,3,2,45.0%,100,1.86,45.0%,-,-,-,-,-,-,-,-,-,-
2065,Eliminated,20,10,0,3,6,45.0%,100,2.72,45.0%,-,-,-,-,-,-,-,-,-,-
2066,Eliminated,20,10,6,3,2,45.0%,100,2.45,45.0%,-,-,-,-,-,-,-,-,-,-
2067,Eliminated,20,10,10,1,0,45.0%,100,3.49,45.0%,-,-,-,-,-,-,-,-,-,-
2068,Eliminated,20,15,10,2,2,45.0%,100,2.57,45.0%,-,-,-,-,-,-,-,-,-,-
2069,Eliminated,0,0,10,2,2,44.0%,100,0.14,44.0%,-,-,-,-,-,-,-,-,-,-
2070,Eliminated,0,5,0,1,2,44.0%,100,2.36,44.0%,-,-,-,-,-,-,-,-,-,-
2071,Eliminated,0,5,0,2,4,44.0%,100,1.83,44.0%,-,-,-,-,-,-,-,-,-,-
2072,Eliminated,0,10,2,2,4,44.0%,100,2.61,44.0%,-,-,-,-,-,-,-,-,-,-
2073,Eliminated,0,10,8,3,2,44.0%,100,2.06,44.0%,-,-,-,-,-,-,-,-,-,-
2074,Eliminated,0,15,10,1,0,44.0%,100,3.40,44.0%,-,-,-,-,-,-,-,-,-,-
2075,Eliminated,0,20,0,3,6,44.0%,100,2.69,44.0%,-,-,-,-,-,-,-,-,-,-
2076,Eliminated,5,0,2,3,2,44.0%,100,0.32,44.0%,-,-,-,-,-,-,-,-,-,-
2077,Eliminated,5,5,6,2,2,44.0%,100,1.73,44.0%,-,-,-,-,-,-,-,-,-,-
2078,Eliminated,5,5,10,3,2,44.0%,100,1.60,44.0%,-,-,-,-,-,-,-,-,-,-
2079,Eliminated,5,15,2,3,2,44.0%,100,2.49,44.0%,-,-,-,-,-,-,-,-,-,-
2080,Eliminated,5,20,0,3,4,44.0%,100,2.58,44.0%,-,-,-,-,-,-,-,-,-,-
2081,Eliminated,10,0,2,1,0,44.0%,100,0.37,44.0%,-,-,-,-,-,-,-,-,-,-
2082,Eliminated,10,5,0,1,2,44.0%,100,1.79,44.0%,-,-,-,-,-,-,-,-,-,-
2083,Eliminated,10,15,10,2,2,44.0%,100,2.54,44.0%,-,-,-,-,-,-,-,-,-,-
2084,Eliminated,10,20,8,3,2,44.0%,100,2.62,44.0%,-,-,-,-,-,-,-,-,-,-
2085,Eliminated,15,15,8,2,2,44.0%,100,2.64,44.0%,-,-,-,-,-,-,-,-,-,-
2086,Eliminated,15,20,6,3,2,44.0%,100,2.55,44.0%,-,-,-,-,-,-,-,-,-,-
2087,Eliminated,20,10,2,1,2,44.0%,100,2.76,44.0%,-,-,-,-,-,-,-,-,-,-
2088,Eliminated,20,10,4,3,2,44.0%,100,2.91,44.0%,-,-,-,-,-,-,-,-,-,-
2089,Eliminated,20,15,4,3,2,44.0%,100,2.64,44.0%,-,-,-,-,-,-,-,-,-,-
2090,Eliminated,20,20,6,3,2,44.0%,100,2.71,44.0%,-,-,-,-,-,-,-,-,-,-
2091,Eliminated,0,0,2,2,2,43.0%,100,0.31,43.0%,-,-,-,-,-,-,-,-,-,-
2092,Eliminated,0,5,0,1,0,43.0%,100,2.43,43.0%,-,-,-,-,-,-,-,-,-,-
2093,Eliminated,0,5,0,3,6,43.0%,100,1.92,43.0%,-,-,-,-,-,-,-,-,-,-
2094,Eliminated,0,5,6,2,2,43.0%,100,1.61,43.0%,-,-,-,-,-,-,-,-,-,-
2095,Eliminated,0,10,0,1,2,43.0%,100,3.47,43.0%,-,-,-,-,-,-,-,-,-,-
2096,Eliminated,0,10,6,2,2,43.0%,100,2.66,43.0%,-,-,-,-,-,-,-,-,-,-
2097,Eliminated,0,15,2,2,2,43.0%,100,2.52,43.0%,-,-,-,-,-,-,-,-,-,-
2098,Eliminated,0,20,4,3,2,43.0%,100,2.48,43.0%,-,-,-,-,-,-,-,-,-,-
2099,Eliminated,5,0,0,3,2,43.0%,100,0.41,43.0%,-,-,-,-,-,-,-,-,-,-
2100,Eliminated,5,5,8,3,2,43.0%,100,1.93,43.0%,-,-,-,-,-,-,-,-,-,-
2101,Eliminated,5,10,2,2,2,43.0%,100,2.75,43.0%,-,-,-,-,-,-,-,-,-,-
2102,Eliminated,5,10,2,3,2,43.0%,100,2.40,43.0%,-,-,-,-,-,-,-,-,-,-
2103,Eliminated,5,15,4,2,2,43.0%,100,2.89,43.0%,-,-,-,-,-,-,-,-,-,-
2104,Eliminated,5,15,8,3,2,43.0%,100,2.56,43.0%,-,-,-,-,-,-,-,-,-,-
2105,Eliminated,5,15,10,1,0,43.0%,100,3.14,43.0%,-,-,-,-,-,-,-,-,-,-
2106,Eliminated,5,20,2,2,2,43.0%,100,2.86,43.0%,-,-,-,-,-,-,-,-,-,-
2107,Eliminated,5,20,2,3,2,43.0%,100,2.68,43.0%,-,-,-,-,-,-,-,-,-,-
2108,Eliminated,5,20,8,2,2,43.0%,100,2.91,43.0%,-,-,-,-,-,-,-,-,-,-
2109,Eliminated,5,20,8,3,2,43.0%,100,2.54,43.0%,-,-,-,-,-,-,-,-,-,-
2110,Eliminated,5,20,10,2,2,43.0%,100,2.34,43.0%,-,-,-,-,-,-,-,-,-,-
2111,Eliminated,10,10,6,3,2,43.0%,100,2.47,43.0%,-,-,-,-,-,-,-,-,-,-
2112,Eliminated,10,15,2,2,2,43.0%,100,2.70,43.0%,-,-,-,-,-,-,-,-,-,-
2113,Eliminated,10,20,0,3,6,43.0%,100,2.84,43.0%,-,-,-,-,-,-,-,-,-,-
2114,Eliminated,15,0,0,1,2,43.0%,100,0.58,43.0%,-,-,-,-,-,-,-,-,-,-
2115,Eliminated,15,15,6,2,2,43.0%,100,2.56,43.0%,-,-,-,-,-,-,-,-,-,-
2116,Eliminated,15,20,0,1,4,43.0%,100,2.50,43.0%,-,-,-,-,-,-,-,-,-,-
2117,Eliminated,20,10,0,2,6,43.0%,100,2.61,43.0%,-,-,-,-,-,-,-,-,-,-
2118,Eliminated,20,10,10,2,2,43.0%,100,2.50,43.0%,-,-,-,-,-,-,-,-,-,-
2119,Eliminated,20,20,8,3,2,43.0%,100,2.57,43.0%,-,-,-,-,-,-,-,-,-,-
2120,Eliminated,0,0,10,1,0,42.0%,100,0.37,42.0%,-,-,-,-,-,-,-,-,-,-
2121,Eliminated,0,10,2,3,2,42.0%,100,1.99,42.0%,-,-,-,-,-,-,-,-,-,-
2122,Eliminated,0,15,4,3,2,42.0%,100,2.21,42.0%,-,-,-,-,-,-,-,-,-,-
2123,Eliminated,5,0,6,3,2,42.0%,100,0.50,42.0%,-,-,-,-,-,-,-,-,-,-
2124,Eliminated,5,5,0,3,4,42.0%,100,2.15,42.0%,-,-,-,-,-,-,-,-,-,-
2125,Eliminated,5,15,2,2,2,42.0%,100,2.73,42.0%,-,-,-,-,-,-,-,-,-,-
2126,Eliminated,5,15,8,2,2,42.0%,100,2.84,42.0%,-,-,-,-,-,-,-,-,-,-
2127,Eliminated,5,20,4,2,2,42.0%,100,2.69,42.0%,-,-,-,-,-,-,-,-,-,-
2128,Eliminated,5,20,10,3,2,42.0%,100,2.37,42.0%,-,-,-,-,-,-,-,-,-,-
2129,Eliminated,10,0,0,2,2,42.0%,100,0.53,42.0%,-,-,-,-,-,-,-,-,-,-
2130,Eliminated,10,15,2,3,2,42.0%,100,2.84,42.0%,-,-,-,-,-,-,-,-,-,-
2131,Eliminated,10,15,4,2,2,42.0%,100,2.89,42.0%,-,-,-,-,-,-,-,-,-,-
2132,Eliminated,10,20,10,1,0,42.0%,100,3.61,42.0%,-,-,-,-,-,-,-,-,-,-
2133,Eliminated,15,15,2,2,2,42.0%,100,2.71,42.0%,-,-,-,-,-,-,-,-,-,-
2134,Eliminated,20,10,8,3,2,42.0%,100,2.53,42.0%,-,-,-,-,-,-,-,-,-,-
2135,Eliminated,20,15,8,3,2,42.0%,100,2.54,42.0%,-,-,-,-,-,-,-,-,-,-
2136,Eliminated,0,0,0,1,4,41.0%,100,0.30,41.0%,-,-,-,-,-,-,-,-,-,-
2137,Eliminated,0,20,0,1,2,41.0%,100,3.70,41.0%,-,-,-,-,-,-,-,-,-,-
2138,Eliminated,5,5,0,2,4,41.0%,100,2.01,41.0%,-,-,-,-,-,-,-,-,-,-
2139,Eliminated,5,10,10,3,2,41.0%,100,2.30,41.0%,-,-,-,-,-,-,-,-,-,-
2140,Eliminated,5,20,6,3,2,41.0%,100,2.65,41.0%,-,-,-,-,-,-,-,-,-,-
2141,Eliminated,5,20,8,1,2,41.0%,100,3.10,41.0%,-,-,-,-,-,-,-,-,-,-
2142,Eliminated,10,0,0,3,0,41.0%,100,0.36,41.0%,-,-,-,-,-,-,-,-,-,-
2143,Eliminated,10,10,0,2,4,41.0%,100,2.40,41.0%,-,-,-,-,-,-,-,-,-,-
2144,Eliminated,10,10,8,3,2,41.0%,100,2.56,41.0%,-,-,-,-,-,-,-,-,-,-
2145,Eliminated,10,15,0,3,4,41.0%,100,3.00,41.0%,-,-,-,-,-,-,-,-,-,-
2146,Eliminated,10,20,0,1,4,41.0%,100,2.63,41.0%,-,-,-,-,-,-,-,-,-,-
2147,Eliminated,10,20,2,3,4,41.0%,100,3.07,41.0%,-,-,-,-,-,-,-,-,-,-
2148,Eliminated,15,0,2,3,0,41.0%,100,0.31,41.0%,-,-,-,-,-,-,-,-,-,-
2149,Eliminated,15,10,10,2,2,41.0%,100,2.52,41.0%,-,-,-,-,-,-,-,-,-,-
2150,Eliminated,15,15,0,2,2,41.0%,100,2.42,41.0%,-,-,-,-,-,-,-,-,-,-
2151,Eliminated,15,20,0,2,4,41.0%,100,2.69,41.0%,-,-,-,-,-,-,-,-,-,-
2152,Eliminated,20,5,2,1,2,41.0%,100,1.90,41.0%,-,-,-,-,-,-,-,-,-,-
2153,Eliminated,20,10,0,1,4,41.0%,100,2.75,41.0%,-,-,-,-,-,-,-,-,-,-
2154,Eliminated,20,20,10,3,2,41.0%,100,2.27,41.0%,-,-,-,-,-,-,-,-,-,-
2155,Eliminated,0,0,0,3,4,40.0%,100,0.35,40.0%,-,-,-,-,-,-,-,-,-,-
2156,Eliminated,0,10,2,2,2,40.0%,100,2.17,40.0%,-,-,-,-,-,-,-,-,-,-
2157,Eliminated,0,15,2,1,0,40.0%,100,3.15,40.0%,-,-,-,-,-,-,-,-,-,-
2158,Eliminated,0,20,2,3,4,40.0%,100,2.65,40.0%,-,-,-,-,-,-,-,-,-,-
2159,Eliminated,5,10,0,2,4,40.0%,100,2.61,40.0%,-,-,-,-,-,-,-,-,-,-
2160,Eliminated,5,10,6,1,2,40.0%,100,2.59,40.0%,-,-,-,-,-,-,-,-,-,-
2161,Eliminated,5,15,4,1,2,40.0%,100,3.14,40.0%,-,-,-,-,-,-,-,-,-,-
2162,Eliminated,5,20,10,1,0,40.0%,100,3.33,40.0%,-,-,-,-,-,-,-,-,-,-
2163,Eliminated,10,0,10,2,0,40.0%,100,0.28,40.0%,-,-,-,-,-,-,-,-,-,-
2164,Eliminated,10,10,0,1,4,40.0%,100,2.48,40.0%,-,-,-,-,-,-,-,-,-,-
2165,Eliminated,10,20,0,2,4,40.0%,100,2.83,40.0%,-,-,-,-,-,-,-,-,-,-
2166,Eliminated,10,20,0,3,4,40.0%,100,2.80,40.0%,-,-,-,-,-,-,-,-,-,-
2167,Eliminated,10,20,2,3,2,40.0%,100,2.88,40.0%,-,-,-,-,-,-,-,-,-,-
2168,Eliminated,15,5,10,2,2,40.0%,100,1.70,40.0%,-,-,-,-,-,-,-,-,-,-
2169,Eliminated,15,15,0,2,4,40.0%,100,2.60,40.0%,-,-,-,-,-,-,-,-,-,-
2170,Eliminated,15,20,6,2,2,40.0%,100,2.77,40.0%,-,-,-,-,-,-,-,-,-,-
2171,Eliminated,20,5,10,2,0,40.0%,100,1.54,40.0%,-,-,-,-,-,-,-,-,-,-
2172,Eliminated,20,15,0,2,4,40.0%,100,2.53,40.0%,-,-,-,-,-,-,-,-,-,-
2173,Eliminated,20,15,2,2,2,40.0%,100,2.68,40.0%,-,-,-,-,-,-,-,-,-,-
2174,Eliminated,20,20,6,2,2,40.0%,100,2.66,40.0%,-,-,-,-,-,-,-,-,-,-
2175,Eliminated,0,10,4,3,2,39.0%,100,2.07,39.0%,-,-,-,-,-,-,-,-,-,-
2176,Eliminated,5,10,4,3,2,39.0%,100,2.50,39.0%,-,-,-,-,-,-,-,-,-,-
2177,Eliminated,10,5,0,2,2,39.0%,100,1.86,39.0%,-,-,-,-,-,-,-,-,-,-
2178,Eliminated,10,5,10,3,0,39.0%,100,1.59,39.0%,-,-,-,-,-,-,-,-,-,-
2179,Eliminated,10,15,0,1,4,39.0%,100,2.81,39.0%,-,-,-,-,-,-,-,-,-,-
2180,Eliminated,10,20,10,3,2,39.0%,100,2.41,39.0%,-,-,-,-,-,-,-,-,-,-
2181,Eliminated,15,0,2,1,0,39.0%,100,0.41,39.0%,-,-,-,-,-,-,-,-,-,-
2182,Eliminated,15,15,0,3,4,39.0%,100,2.58,39.0%,-,-,-,-,-,-,-,-,-,-
2183,Eliminated,20,0,0,2,2,39.0%,100,0.42,39.0%,-,-,-,-,-,-,-,-,-,-
2184,Eliminated,20,10,0,1,2,39.0%,100,2.15,39.0%,-,-,-,-,-,-,-,-,-,-
2185,Eliminated,20,10,10,3,2,39.0%,100,2.68,39.0%,-,-,-,-,-,-,-,-,-,-
2186,Eliminated,0,5,2,1,0,38.0%,100,2.01,38.0%,-,-,-,-,-,-,-,-,-,-
2187,Eliminated,0,5,6,1,0,38.0%,100,1.95,38.0%,-,-,-,-,-,-,-,-,-,-
2188,Eliminated,0,10,0,2,4,38.0%,100,1.95,38.0%,-,-,-,-,-,-,-,-,-,-
2189,Eliminated,0,10,2,1,0,38.0%,100,2.98,38.0%,-,-,-,-,-,-,-,-,-,-
2190,Eliminated,0,15,0,3,4,38.0%,100,2.13,38.0%,-,-,-,-,-,-,-,-,-,-
2191,Eliminated,0,15,2,3,2,38.0%,100,2.42,38.0%,-,-,-,-,-,-,-,-,-,-
2192,Eliminated,0,20,0,3,4,38.0%,100,2.21,38.0%,-,-,-,-,-,-,-,-,-,-
2193,Eliminated,5,0,2,3,0,38.0%,100,0.27,38.0%,-,-,-,-,-,-,-,-,-,-
2194,Eliminated,5,10,6,3,2,38.0%,100,2.50,38.0%,-,-,-,-,-,-,-,-,-,-
2195,Eliminated,5,15,2,1,2,38.0%,100,3.09,38.0%,-,-,-,-,-,-,-,-,-,-
2196,Eliminated,10,0,8,1,0,38.0%,100,0.36,38.0%,-,-,-,-,-,-,-,-,-,-
2197,Eliminated,10,5,0,3,2,38.0%,100,1.96,38.0%,-,-,-,-,-,-,-,-,-,-
2198,Eliminated,15,10,8,3,2,38.0%,100,2.20,38.0%,-,-,-,-,-,-,-,-,-,-
2199,Eliminated,15,15,10,2,2,38.0%,100,2.67,38.0%,-,-,-,-,-,-,-,-,-,-
2200,Eliminated,15,20,0,3,4,38.0%,100,2.78,38.0%,-,-,-,-,-,-,-,-,-,-
2201,Eliminated,15,20,4,3,2,38.0%,100,2.56,38.0%,-,-,-,-,-,-,-,-,-,-
2202,Eliminated,20,15,2,3,2,38.0%,100,2.65,38.0%,-,-,-,-,-,-,-,-,-,-
2203,Eliminated,0,15,0,2,4,37.0%,100,2.26,37.0%,-,-,-,-,-,-,-,-,-,-
2204,Eliminated,0,15,8,3,2,37.0%,100,2.43,37.0%,-,-,-,-,-,-,-,-,-,-
2205,Eliminated,0,20,2,3,2,37.0%,100,2.24,37.0%,-,-,-,-,-,-,-,-,-,-
2206,Eliminated,5,10,0,3,4,37.0%,100,2.79,37.0%,-,-,-,-,-,-,-,-,-,-
2207,Eliminated,10,0,0,1,0,37.0%,100,0.30,37.0%,-,-,-,-,-,-,-,-,-,-
2208,Eliminated,10,0,6,1,0,37.0%,100,0.29,37.0%,-,-,-,-,-,-,-,-,-,-
2209,Eliminated,10,5,0,2,4,37.0%,100,2.28,37.0%,-,-,-,-,-,-,-,-,-,-
2210,Eliminated,10,10,0,3,4,37.0%,100,2.58,37.0%,-,-,-,-,-,-,-,-,-,-
2211,Eliminated,10,20,2,2,2,37.0%,100,2.78,37.0%,-,-,-,-,-,-,-,-,-,-
2212,Eliminated,15,5,0,2,2,37.0%,100,1.90,37.0%,-,-,-,-,-,-,-,-,-,-
2213,Eliminated,15,10,0,2,4,37.0%,100,2.58,37.0%,-,-,-,-,-,-,-,-,-,-
2214,Eliminated,15,15,0,1,4,37.0%,100,2.78,37.0%,-,-,-,-,-,-,-,-,-,-
2215,Eliminated,20,0,0,3,0,37.0%,100,0.36,37.0%,-,-,-,-,-,-,-,-,-,-
2216,Eliminated,20,0,4,1,0,37.0%,100,0.34,37.0%,-,-,-,-,-,-,-,-,-,-
2217,Eliminated,20,20,2,3,2,37.0%,100,2.80,37.0%,-,-,-,-,-,-,-,-,-,-
2218,Eliminated,0,10,6,3,2,36.0%,100,1.93,36.0%,-,-,-,-,-,-,-,-,-,-
2219,Eliminated,0,15,0,1,2,36.0%,100,3.65,36.0%,-,-,-,-,-,-,-,-,-,-
2220,Eliminated,0,15,10,3,2,36.0%,100,1.97,36.0%,-,-,-,-,-,-,-,-,-,-
2221,Eliminated,0,20,0,1,0,36.0%,100,3.35,36.0%,-,-,-,-,-,-,-,-,-,-
2222,Eliminated,5,0,0,1,2,36.0%,100,0.32,36.0%,-,-,-,-,-,-,-,-,-,-
2223,Eliminated,5,10,0,1,4,36.0%,100,2.81,36.0%,-,-,-,-,-,-,-,-,-,-
2224,Eliminated,5,15,0,2,2,36.0%,100,2.37,36.0%,-,-,-,-,-,-,-,-,-,-
2225,Eliminated,10,5,0,2,0,36.0%,100,1.60,36.0%,-,-,-,-,-,-,-,-,-,-
2226,Eliminated,10,10,10,3,2,36.0%,100,2.43,36.0%,-,-,-,-,-,-,-,-,-,-
2227,Eliminated,10,15,0,3,2,36.0%,100,2.38,36.0%,-,-,-,-,-,-,-,-,-,-
2228,Eliminated,15,0,4,1,0,36.0%,100,0.43,36.0%,-,-,-,-,-,-,-,-,-,-
2229,Eliminated,15,5,0,1,2,36.0%,100,1.83,36.0%,-,-,-,-,-,-,-,-,-,-
2230,Eliminated,15,15,2,3,2,36.0%,100,2.78,36.0%,-,-,-,-,-,-,-,-,-,-
2231,Eliminated,15,20,6,2,0,36.0%,100,2.50,36.0%,-,-,-,-,-,-,-,-,-,-
2232,Eliminated,15,20,10,3,2,36.0%,100,2.61,36.0%,-,-,-,-,-,-,-,-,-,-
