# Tournament Config: startingPlayers=3, gamesPerPhase=100
# Fallbacks: {"2":{"file":"tournament_j3zvExqh9bhYFcfuzihx_older.csv","topX":5}}
Rank,Status,VP,EN,HL,AT,YD,WinRate,GamesPlayed,AvgCardsBought,P1%,P2%,P3%,P4%,P5%,P6%,P7%,P8%,P9%,P10%,P11%
565,Eliminated,0,0,10,3,8,26.0%,100,0.97,90.0%,35.0%,26.0%,-,-,-,-,-,-,-,-
566,Eliminated,0,5,6,3,10,26.0%,100,5.91,82.0%,39.0%,26.0%,-,-,-,-,-,-,-,-
567,Eliminated,0,15,4,2,8,26.0%,100,8.78,80.0%,36.0%,26.0%,-,-,-,-,-,-,-,-
568,Eliminated,0,20,10,2,10,26.0%,100,10.82,72.0%,45.0%,26.0%,-,-,-,-,-,-,-,-
569,Eliminated,5,0,4,2,10,26.0%,100,1.82,88.0%,40.0%,26.0%,-,-,-,-,-,-,-,-
570,Eliminated,5,0,10,1,6,26.0%,100,1.68,88.0%,37.0%,26.0%,-,-,-,-,-,-,-,-
571,Eliminated,5,0,10,2,8,26.0%,100,1.49,90.0%,41.0%,26.0%,-,-,-,-,-,-,-,-
572,Eliminated,5,0,10,3,8,26.0%,100,1.53,90.0%,34.0%,26.0%,-,-,-,-,-,-,-,-
573,Eliminated,5,0,10,3,10,26.0%,100,1.32,94.0%,37.0%,26.0%,-,-,-,-,-,-,-,-
574,Eliminated,5,5,6,2,4,26.0%,100,6.16,74.0%,35.0%,26.0%,-,-,-,-,-,-,-,-
575,Eliminated,5,10,4,2,4,26.0%,100,8.55,74.0%,34.0%,26.0%,-,-,-,-,-,-,-,-
576,Eliminated,5,15,4,1,10,26.0%,100,10.95,90.0%,34.0%,26.0%,-,-,-,-,-,-,-,-
577,Eliminated,5,15,10,2,10,26.0%,100,9.50,86.0%,36.0%,26.0%,-,-,-,-,-,-,-,-
578,Eliminated,5,20,4,2,10,26.0%,100,10.02,78.0%,38.0%,26.0%,-,-,-,-,-,-,-,-
579,Eliminated,10,0,6,1,8,26.0%,100,2.36,92.0%,44.6%,26.0%,-,-,-,-,-,-,-,-
580,Eliminated,10,0,6,2,10,26.0%,100,2.18,94.0%,50.0%,26.0%,-,-,-,-,-,-,-,-
581,Eliminated,10,0,8,3,8,26.0%,100,2.02,96.0%,43.0%,26.0%,-,-,-,-,-,-,-,-
582,Eliminated,10,0,10,2,8,26.0%,100,1.47,90.0%,40.0%,26.0%,-,-,-,-,-,-,-,-
583,Eliminated,10,15,4,2,8,26.0%,100,9.58,85.0%,40.0%,26.0%,-,-,-,-,-,-,-,-
584,Eliminated,10,20,4,2,8,26.0%,100,9.91,82.0%,37.0%,26.0%,-,-,-,-,-,-,-,-
585,Eliminated,15,0,4,2,10,26.0%,100,2.13,92.0%,38.0%,26.0%,-,-,-,-,-,-,-,-
586,Eliminated,15,10,6,3,10,26.0%,100,9.62,87.0%,35.0%,26.0%,-,-,-,-,-,-,-,-
587,Eliminated,15,10,8,2,10,26.0%,100,9.44,90.0%,53.0%,26.0%,-,-,-,-,-,-,-,-
588,Eliminated,15,20,4,2,8,26.0%,100,9.69,83.0%,37.0%,26.0%,-,-,-,-,-,-,-,-
589,Eliminated,20,5,6,1,4,26.0%,100,8.07,84.0%,37.0%,26.0%,-,-,-,-,-,-,-,-
590,Eliminated,20,5,8,1,4,26.0%,100,7.93,76.0%,35.0%,26.0%,-,-,-,-,-,-,-,-
591,Eliminated,20,10,10,2,8,26.0%,100,9.32,89.0%,43.0%,26.0%,-,-,-,-,-,-,-,-
592,Eliminated,20,15,10,1,2,26.0%,100,12.05,69.0%,41.0%,26.0%,-,-,-,-,-,-,-,-
593,Eliminated,20,20,8,1,10,26.0%,100,12.88,84.0%,40.0%,26.0%,-,-,-,-,-,-,-,-
594,Eliminated,15,5,10,1,6,25.7%,101,10.89,85.0%,42.0%,25.7%,-,-,-,-,-,-,-,-
595,Eliminated,0,10,4,3,6,25.0%,100,7.15,71.0%,40.0%,25.0%,-,-,-,-,-,-,-,-
596,Eliminated,0,15,8,2,8,25.0%,100,10.37,78.0%,36.0%,25.0%,-,-,-,-,-,-,-,-
597,Eliminated,0,20,4,3,8,25.0%,100,8.79,68.0%,43.0%,25.0%,-,-,-,-,-,-,-,-
598,Eliminated,5,0,6,3,8,25.0%,100,1.83,88.0%,35.0%,25.0%,-,-,-,-,-,-,-,-
599,Eliminated,5,5,4,1,8,25.0%,100,8.64,83.0%,38.0%,25.0%,-,-,-,-,-,-,-,-
600,Eliminated,5,5,10,1,8,25.0%,100,11.52,84.0%,36.0%,25.0%,-,-,-,-,-,-,-,-
601,Eliminated,5,20,6,3,10,25.0%,100,9.30,81.0%,40.0%,25.0%,-,-,-,-,-,-,-,-
602,Eliminated,5,20,10,2,10,25.0%,100,9.90,88.0%,46.0%,25.0%,-,-,-,-,-,-,-,-
603,Eliminated,10,0,10,3,6,25.0%,100,1.47,93.0%,34.0%,25.0%,-,-,-,-,-,-,-,-
604,Eliminated,10,5,4,2,10,25.0%,100,8.14,82.0%,41.0%,25.0%,-,-,-,-,-,-,-,-
605,Eliminated,10,20,10,3,6,25.0%,100,9.26,73.0%,40.0%,25.0%,-,-,-,-,-,-,-,-
606,Eliminated,15,0,6,2,10,25.0%,100,2.24,90.0%,46.0%,25.0%,-,-,-,-,-,-,-,-
607,Eliminated,15,0,6,3,8,25.0%,100,2.51,86.0%,42.0%,25.0%,-,-,-,-,-,-,-,-
608,Eliminated,15,0,8,1,6,25.0%,100,2.01,90.0%,35.0%,25.0%,-,-,-,-,-,-,-,-
609,Eliminated,15,0,8,1,8,25.0%,100,2.32,97.0%,45.0%,25.0%,-,-,-,-,-,-,-,-
610,Eliminated,15,0,10,3,8,25.0%,100,1.50,92.0%,39.0%,25.0%,-,-,-,-,-,-,-,-
611,Eliminated,15,5,10,3,8,25.0%,100,7.91,91.0%,36.0%,25.0%,-,-,-,-,-,-,-,-
612,Eliminated,20,20,4,1,10,25.0%,100,11.12,85.0%,37.0%,25.0%,-,-,-,-,-,-,-,-
613,Eliminated,0,20,8,2,4,24.8%,101,9.86,71.0%,43.0%,24.8%,-,-,-,-,-,-,-,-
614,Eliminated,20,10,8,2,6,24.8%,101,8.38,79.0%,37.0%,24.8%,-,-,-,-,-,-,-,-
615,Eliminated,0,5,4,2,8,24.0%,100,5.72,76.0%,36.0%,24.0%,-,-,-,-,-,-,-,-
616,Eliminated,0,15,4,3,10,24.0%,100,8.52,78.0%,46.0%,24.0%,-,-,-,-,-,-,-,-
617,Eliminated,0,20,4,3,10,24.0%,100,9.27,78.0%,39.0%,24.0%,-,-,-,-,-,-,-,-
618,Eliminated,5,10,8,3,4,24.0%,100,7.41,74.0%,38.0%,24.0%,-,-,-,-,-,-,-,-
619,Eliminated,10,0,4,3,6,24.0%,100,1.85,89.0%,34.0%,24.0%,-,-,-,-,-,-,-,-
620,Eliminated,10,20,6,2,10,24.0%,100,9.69,84.0%,35.0%,24.0%,-,-,-,-,-,-,-,-
621,Eliminated,20,0,8,1,8,24.0%,100,2.04,91.0%,52.0%,24.0%,-,-,-,-,-,-,-,-
622,Eliminated,20,10,6,3,4,24.0%,100,8.32,80.0%,36.0%,24.0%,-,-,-,-,-,-,-,-
623,Eliminated,0,0,2,1,10,23.8%,101,1.11,78.0%,37.0%,23.8%,-,-,-,-,-,-,-,-
624,Eliminated,0,15,2,2,8,23.0%,100,8.35,72.0%,37.0%,23.0%,-,-,-,-,-,-,-,-
625,Eliminated,0,15,4,3,8,23.0%,100,8.10,73.0%,39.0%,23.0%,-,-,-,-,-,-,-,-
626,Eliminated,5,0,6,2,6,23.0%,100,1.65,93.0%,42.0%,23.0%,-,-,-,-,-,-,-,-
627,Eliminated,5,5,10,3,6,23.0%,100,6.72,78.0%,44.0%,23.0%,-,-,-,-,-,-,-,-
628,Eliminated,5,10,8,1,10,23.0%,100,11.55,84.0%,46.5%,23.0%,-,-,-,-,-,-,-,-
629,Eliminated,5,15,8,1,10,23.0%,100,11.73,87.0%,38.0%,23.0%,-,-,-,-,-,-,-,-
630,Eliminated,5,20,4,1,8,23.0%,100,11.21,78.0%,34.0%,23.0%,-,-,-,-,-,-,-,-
631,Eliminated,10,0,6,1,10,23.0%,100,2.25,90.0%,56.0%,23.0%,-,-,-,-,-,-,-,-
632,Eliminated,10,0,8,1,6,23.0%,100,1.90,94.0%,36.0%,23.0%,-,-,-,-,-,-,-,-
633,Eliminated,15,0,6,1,10,23.0%,100,2.22,94.0%,49.0%,23.0%,-,-,-,-,-,-,-,-
634,Eliminated,15,0,6,2,6,23.0%,100,1.91,95.0%,36.0%,23.0%,-,-,-,-,-,-,-,-
635,Eliminated,15,0,6,3,10,23.0%,100,2.29,91.0%,43.0%,23.0%,-,-,-,-,-,-,-,-
636,Eliminated,15,5,4,3,8,23.0%,100,7.69,86.0%,42.0%,23.0%,-,-,-,-,-,-,-,-
637,Eliminated,15,15,10,1,8,23.0%,100,13.95,78.0%,40.0%,23.0%,-,-,-,-,-,-,-,-
638,Eliminated,20,0,6,2,6,23.0%,100,2.01,93.0%,43.0%,23.0%,-,-,-,-,-,-,-,-
639,Eliminated,20,0,6,3,10,23.0%,100,2.37,91.0%,47.0%,23.0%,-,-,-,-,-,-,-,-
640,Eliminated,20,5,4,2,4,23.0%,100,6.65,70.0%,35.0%,23.0%,-,-,-,-,-,-,-,-
641,Eliminated,20,10,10,2,4,23.0%,100,7.74,72.0%,35.6%,23.0%,-,-,-,-,-,-,-,-
642,Eliminated,20,10,10,3,6,23.0%,100,9.13,87.0%,41.0%,23.0%,-,-,-,-,-,-,-,-
643,Eliminated,20,20,4,1,6,23.0%,100,11.85,76.0%,39.0%,23.0%,-,-,-,-,-,-,-,-
644,Eliminated,5,5,4,2,8,22.0%,100,7.95,81.0%,34.0%,22.0%,-,-,-,-,-,-,-,-
645,Eliminated,10,15,10,1,8,22.0%,100,14.06,84.0%,34.0%,22.0%,-,-,-,-,-,-,-,-
646,Eliminated,15,0,4,3,10,22.0%,100,2.14,91.0%,40.0%,22.0%,-,-,-,-,-,-,-,-
647,Eliminated,15,0,8,2,6,22.0%,100,1.97,89.0%,38.0%,22.0%,-,-,-,-,-,-,-,-
648,Eliminated,15,5,2,1,10,22.0%,100,8.59,79.0%,37.0%,22.0%,-,-,-,-,-,-,-,-
649,Eliminated,20,0,4,2,10,22.0%,100,2.25,87.0%,44.0%,22.0%,-,-,-,-,-,-,-,-
650,Eliminated,20,5,4,2,10,22.0%,100,7.90,84.0%,37.0%,22.0%,-,-,-,-,-,-,-,-
651,Eliminated,0,0,4,2,8,21.8%,101,1.01,81.0%,39.0%,21.8%,-,-,-,-,-,-,-,-
652,Eliminated,10,0,10,1,10,21.0%,100,1.88,92.0%,48.0%,21.0%,-,-,-,-,-,-,-,-
653,Eliminated,10,10,10,1,8,21.0%,100,12.23,82.0%,36.0%,21.0%,-,-,-,-,-,-,-,-
654,Eliminated,15,5,6,2,8,21.0%,100,8.01,85.0%,40.0%,21.0%,-,-,-,-,-,-,-,-
655,Eliminated,20,0,4,3,10,21.0%,100,2.08,93.0%,45.0%,21.0%,-,-,-,-,-,-,-,-
656,Eliminated,20,0,6,3,8,21.0%,100,2.42,92.0%,40.0%,21.0%,-,-,-,-,-,-,-,-
657,Eliminated,10,0,6,3,6,20.0%,100,2.00,89.0%,36.0%,20.0%,-,-,-,-,-,-,-,-
658,Eliminated,10,0,8,2,6,20.0%,100,1.87,84.0%,37.0%,20.0%,-,-,-,-,-,-,-,-
659,Eliminated,15,0,4,1,10,20.0%,100,2.00,90.0%,37.0%,20.0%,-,-,-,-,-,-,-,-
660,Eliminated,20,0,8,3,8,20.0%,100,2.12,97.0%,46.0%,20.0%,-,-,-,-,-,-,-,-
661,Eliminated,10,0,4,3,10,19.0%,100,2.15,85.0%,34.0%,19.0%,-,-,-,-,-,-,-,-
662,Eliminated,10,10,8,2,4,19.0%,100,8.16,72.0%,34.0%,19.0%,-,-,-,-,-,-,-,-
663,Eliminated,0,0,10,1,6,18.0%,100,1.56,81.0%,35.0%,18.0%,-,-,-,-,-,-,-,-
664,Eliminated,0,20,10,2,8,18.0%,100,10.75,76.0%,45.0%,18.0%,-,-,-,-,-,-,-,-
665,Eliminated,10,0,6,2,6,18.0%,100,2.03,90.0%,35.0%,18.0%,-,-,-,-,-,-,-,-
666,Eliminated,10,0,6,3,8,18.0%,100,2.01,93.0%,45.0%,18.0%,-,-,-,-,-,-,-,-
667,Eliminated,10,0,10,3,10,18.0%,100,1.56,92.0%,39.0%,18.0%,-,-,-,-,-,-,-,-
668,Eliminated,15,0,4,3,8,18.0%,100,2.34,86.0%,43.0%,18.0%,-,-,-,-,-,-,-,-
669,Eliminated,15,0,6,2,8,18.0%,100,2.15,92.0%,48.0%,18.0%,-,-,-,-,-,-,-,-
670,Eliminated,15,0,10,3,6,18.0%,100,1.73,82.0%,36.0%,18.0%,-,-,-,-,-,-,-,-
671,Eliminated,20,0,8,1,6,17.0%,100,1.95,88.0%,41.0%,17.0%,-,-,-,-,-,-,-,-
672,Eliminated,20,0,4,1,10,16.0%,100,2.14,90.0%,40.0%,16.0%,-,-,-,-,-,-,-,-
673,Eliminated,5,0,2,1,10,15.0%,100,2.14,80.0%,34.0%,15.0%,-,-,-,-,-,-,-,-
674,Eliminated,20,0,4,3,8,15.0%,100,2.28,88.0%,35.0%,15.0%,-,-,-,-,-,-,-,-
675,Eliminated,20,0,4,1,8,13.0%,100,2.15,86.0%,35.0%,13.0%,-,-,-,-,-,-,-,-
676,Eliminated,15,5,10,3,6,34.0%,100,4.75,82.0%,34.0%,-,-,-,-,-,-,-,-,-
677,Eliminated,15,10,4,1,10,34.0%,100,7.32,88.0%,34.0%,-,-,-,-,-,-,-,-,-
678,Eliminated,15,10,10,3,10,34.0%,100,5.78,86.0%,34.0%,-,-,-,-,-,-,-,-,-
679,Eliminated,15,15,10,3,6,34.0%,100,5.88,82.0%,34.0%,-,-,-,-,-,-,-,-,-
680,Eliminated,20,0,6,3,6,34.0%,100,1.13,92.0%,34.0%,-,-,-,-,-,-,-,-,-
681,Eliminated,20,5,4,3,6,34.0%,100,5.52,73.0%,34.0%,-,-,-,-,-,-,-,-,-
682,Eliminated,20,5,10,1,10,34.0%,100,7.87,83.0%,34.0%,-,-,-,-,-,-,-,-,-
683,Eliminated,20,15,8,2,8,34.0%,100,6.39,87.0%,34.0%,-,-,-,-,-,-,-,-,-
684,Eliminated,20,15,10,2,6,34.0%,100,5.98,80.0%,34.0%,-,-,-,-,-,-,-,-,-
685,Eliminated,20,20,8,2,6,34.0%,100,6.78,79.0%,34.0%,-,-,-,-,-,-,-,-,-
686,Eliminated,20,20,10,1,8,34.0%,100,8.65,82.0%,34.0%,-,-,-,-,-,-,-,-,-
687,Eliminated,20,20,10,2,10,34.0%,100,6.51,86.0%,34.0%,-,-,-,-,-,-,-,-,-
688,Eliminated,0,0,6,3,6,33.0%,100,0.62,88.0%,33.0%,-,-,-,-,-,-,-,-,-
689,Eliminated,0,0,10,2,8,33.0%,100,0.54,94.0%,33.0%,-,-,-,-,-,-,-,-,-
690,Eliminated,0,0,10,3,4,33.0%,100,0.58,73.0%,33.0%,-,-,-,-,-,-,-,-,-
691,Eliminated,0,5,4,2,4,33.0%,100,3.33,71.0%,33.0%,-,-,-,-,-,-,-,-,-
692,Eliminated,0,5,4,3,10,33.0%,100,3.93,83.0%,33.0%,-,-,-,-,-,-,-,-,-
693,Eliminated,0,5,10,2,6,33.0%,100,5.12,81.0%,33.0%,-,-,-,-,-,-,-,-,-
694,Eliminated,0,10,6,1,8,33.0%,100,7.66,83.0%,33.0%,-,-,-,-,-,-,-,-,-
695,Eliminated,0,15,2,3,8,33.0%,100,5.04,72.0%,33.0%,-,-,-,-,-,-,-,-,-
696,Eliminated,0,15,4,2,10,33.0%,100,6.38,75.0%,33.0%,-,-,-,-,-,-,-,-,-
697,Eliminated,5,0,6,1,4,33.0%,100,0.99,83.0%,33.0%,-,-,-,-,-,-,-,-,-
698,Eliminated,5,10,4,3,8,33.0%,100,6.08,77.0%,33.0%,-,-,-,-,-,-,-,-,-
699,Eliminated,5,10,6,3,8,33.0%,100,5.54,87.0%,33.0%,-,-,-,-,-,-,-,-,-
700,Eliminated,5,10,10,2,4,33.0%,100,5.37,68.0%,33.0%,-,-,-,-,-,-,-,-,-
701,Eliminated,5,10,10,2,6,33.0%,100,5.89,82.0%,33.0%,-,-,-,-,-,-,-,-,-
702,Eliminated,5,15,4,3,6,33.0%,100,5.77,70.0%,33.0%,-,-,-,-,-,-,-,-,-
703,Eliminated,5,15,6,1,4,33.0%,100,7.78,75.0%,33.0%,-,-,-,-,-,-,-,-,-
704,Eliminated,5,15,8,2,4,33.0%,100,5.84,80.0%,33.0%,-,-,-,-,-,-,-,-,-
705,Eliminated,5,20,4,1,6,33.0%,100,7.00,81.0%,33.0%,-,-,-,-,-,-,-,-,-
706,Eliminated,5,20,8,2,4,33.0%,100,5.82,76.0%,33.0%,-,-,-,-,-,-,-,-,-
707,Eliminated,10,0,4,2,10,33.0%,100,1.28,93.0%,33.0%,-,-,-,-,-,-,-,-,-
708,Eliminated,10,5,2,1,10,33.0%,100,5.74,80.0%,33.0%,-,-,-,-,-,-,-,-,-
709,Eliminated,10,5,6,3,8,33.0%,100,5.05,84.0%,33.0%,-,-,-,-,-,-,-,-,-
710,Eliminated,10,5,8,3,8,33.0%,100,5.39,89.0%,33.0%,-,-,-,-,-,-,-,-,-
711,Eliminated,10,10,4,1,6,33.0%,100,6.91,81.0%,33.0%,-,-,-,-,-,-,-,-,-
712,Eliminated,10,10,6,3,4,33.0%,100,5.86,70.0%,33.0%,-,-,-,-,-,-,-,-,-
713,Eliminated,10,10,10,3,8,33.0%,100,5.56,89.0%,33.0%,-,-,-,-,-,-,-,-,-
714,Eliminated,10,15,10,1,4,33.0%,100,8.16,78.0%,33.0%,-,-,-,-,-,-,-,-,-
715,Eliminated,10,15,10,2,10,33.0%,100,6.45,87.0%,33.0%,-,-,-,-,-,-,-,-,-
716,Eliminated,10,20,6,2,8,33.0%,100,6.59,90.0%,33.0%,-,-,-,-,-,-,-,-,-
717,Eliminated,15,0,4,3,6,33.0%,100,1.41,78.0%,33.0%,-,-,-,-,-,-,-,-,-
718,Eliminated,15,0,6,1,6,33.0%,100,1.20,88.0%,33.0%,-,-,-,-,-,-,-,-,-
719,Eliminated,15,5,4,1,4,33.0%,100,5.27,72.0%,33.0%,-,-,-,-,-,-,-,-,-
720,Eliminated,15,5,8,3,6,33.0%,100,4.97,83.0%,33.0%,-,-,-,-,-,-,-,-,-
721,Eliminated,15,5,10,2,8,33.0%,100,5.08,88.0%,33.0%,-,-,-,-,-,-,-,-,-
722,Eliminated,15,10,8,2,6,33.0%,100,6.11,78.0%,33.0%,-,-,-,-,-,-,-,-,-
723,Eliminated,15,15,6,3,8,33.0%,100,6.17,83.0%,33.0%,-,-,-,-,-,-,-,-,-
724,Eliminated,20,0,4,1,6,33.0%,100,1.34,88.0%,33.0%,-,-,-,-,-,-,-,-,-
725,Eliminated,20,0,10,2,8,33.0%,100,1.00,95.0%,33.0%,-,-,-,-,-,-,-,-,-
726,Eliminated,20,5,4,1,4,33.0%,100,5.72,71.0%,33.0%,-,-,-,-,-,-,-,-,-
727,Eliminated,20,5,4,3,8,33.0%,100,4.95,83.0%,33.0%,-,-,-,-,-,-,-,-,-
728,Eliminated,20,5,10,1,4,33.0%,100,6.85,80.0%,33.0%,-,-,-,-,-,-,-,-,-
729,Eliminated,20,5,10,2,10,33.0%,100,5.35,87.0%,33.0%,-,-,-,-,-,-,-,-,-
730,Eliminated,20,10,6,2,10,33.0%,100,6.37,86.0%,33.0%,-,-,-,-,-,-,-,-,-
731,Eliminated,20,15,10,3,6,33.0%,100,6.03,83.0%,33.0%,-,-,-,-,-,-,-,-,-
732,Eliminated,20,20,4,3,8,33.0%,100,6.27,75.0%,33.0%,-,-,-,-,-,-,-,-,-
733,Eliminated,20,20,6,2,10,33.0%,100,6.32,87.0%,33.0%,-,-,-,-,-,-,-,-,-
734,Eliminated,20,20,10,1,4,33.0%,100,8.67,75.0%,33.0%,-,-,-,-,-,-,-,-,-
735,Eliminated,10,10,10,2,6,32.7%,101,5.67,83.0%,32.7%,-,-,-,-,-,-,-,-,-
736,Eliminated,20,5,10,3,8,32.7%,101,4.97,90.0%,32.7%,-,-,-,-,-,-,-,-,-
737,Eliminated,20,15,8,3,8,32.7%,101,6.20,87.0%,32.7%,-,-,-,-,-,-,-,-,-
738,Eliminated,0,0,2,1,8,32.0%,100,1.03,75.0%,32.0%,-,-,-,-,-,-,-,-,-
739,Eliminated,0,0,6,2,4,32.0%,100,0.53,70.0%,32.0%,-,-,-,-,-,-,-,-,-
740,Eliminated,0,5,2,1,8,32.0%,100,5.02,71.0%,32.0%,-,-,-,-,-,-,-,-,-
741,Eliminated,0,5,4,1,10,32.0%,100,5.14,74.0%,32.0%,-,-,-,-,-,-,-,-,-
742,Eliminated,0,5,4,2,6,32.0%,100,3.96,78.0%,32.0%,-,-,-,-,-,-,-,-,-
743,Eliminated,0,5,8,1,8,32.0%,100,5.35,89.0%,32.0%,-,-,-,-,-,-,-,-,-
744,Eliminated,0,10,2,2,10,32.0%,100,4.83,75.0%,32.0%,-,-,-,-,-,-,-,-,-
745,Eliminated,0,10,6,3,10,32.0%,100,5.13,87.0%,32.0%,-,-,-,-,-,-,-,-,-
746,Eliminated,0,15,8,2,10,32.0%,100,6.61,87.0%,32.0%,-,-,-,-,-,-,-,-,-
747,Eliminated,5,0,4,1,6,32.0%,100,1.20,88.0%,32.0%,-,-,-,-,-,-,-,-,-
748,Eliminated,5,0,4,1,8,32.0%,100,1.21,89.0%,32.0%,-,-,-,-,-,-,-,-,-
749,Eliminated,5,0,4,1,10,32.0%,100,1.42,89.0%,32.0%,-,-,-,-,-,-,-,-,-
750,Eliminated,5,0,10,2,6,32.0%,100,0.98,92.0%,32.0%,-,-,-,-,-,-,-,-,-
751,Eliminated,5,5,6,3,8,32.0%,100,5.00,83.0%,32.0%,-,-,-,-,-,-,-,-,-
752,Eliminated,5,10,8,3,6,32.0%,100,5.68,85.0%,32.0%,-,-,-,-,-,-,-,-,-
753,Eliminated,5,15,4,3,8,32.0%,100,6.16,69.0%,32.0%,-,-,-,-,-,-,-,-,-
754,Eliminated,5,15,6,3,10,32.0%,100,5.96,80.0%,32.0%,-,-,-,-,-,-,-,-,-
755,Eliminated,5,15,8,1,8,32.0%,100,8.12,84.0%,32.0%,-,-,-,-,-,-,-,-,-
756,Eliminated,5,15,10,3,4,32.0%,100,5.03,68.0%,32.0%,-,-,-,-,-,-,-,-,-
757,Eliminated,5,20,4,1,10,32.0%,100,6.90,84.0%,32.0%,-,-,-,-,-,-,-,-,-
758,Eliminated,10,5,2,3,10,32.0%,100,5.18,76.0%,32.0%,-,-,-,-,-,-,-,-,-
759,Eliminated,10,5,10,3,6,32.0%,100,4.64,88.0%,32.0%,-,-,-,-,-,-,-,-,-
760,Eliminated,10,10,4,1,4,32.0%,100,6.67,73.0%,32.0%,-,-,-,-,-,-,-,-,-
761,Eliminated,10,10,8,3,8,32.0%,100,6.61,86.0%,32.0%,-,-,-,-,-,-,-,-,-
762,Eliminated,10,15,4,1,10,32.0%,100,7.03,87.0%,32.0%,-,-,-,-,-,-,-,-,-
763,Eliminated,10,20,2,2,8,32.0%,100,6.03,73.0%,32.0%,-,-,-,-,-,-,-,-,-
764,Eliminated,10,20,6,1,4,32.0%,100,7.89,71.0%,32.0%,-,-,-,-,-,-,-,-,-
765,Eliminated,10,20,6,3,8,32.0%,100,6.72,76.0%,32.0%,-,-,-,-,-,-,-,-,-
766,Eliminated,15,0,4,2,8,32.0%,100,1.38,91.0%,32.0%,-,-,-,-,-,-,-,-,-
767,Eliminated,15,0,8,3,6,32.0%,100,1.38,90.0%,32.0%,-,-,-,-,-,-,-,-,-
768,Eliminated,15,5,2,2,10,32.0%,100,5.36,73.0%,32.0%,-,-,-,-,-,-,-,-,-
769,Eliminated,15,5,6,2,10,32.0%,100,5.10,91.0%,32.0%,-,-,-,-,-,-,-,-,-
770,Eliminated,15,5,10,1,2,32.0%,100,6.37,75.0%,32.0%,-,-,-,-,-,-,-,-,-
771,Eliminated,15,10,6,2,8,32.0%,100,6.05,80.0%,32.0%,-,-,-,-,-,-,-,-,-
772,Eliminated,15,10,6,2,10,32.0%,100,6.27,80.0%,32.0%,-,-,-,-,-,-,-,-,-
773,Eliminated,15,10,8,3,4,32.0%,100,5.74,70.0%,32.0%,-,-,-,-,-,-,-,-,-
774,Eliminated,15,15,4,1,8,32.0%,100,6.89,79.0%,32.0%,-,-,-,-,-,-,-,-,-
775,Eliminated,15,20,4,2,6,32.0%,100,6.50,75.0%,32.0%,-,-,-,-,-,-,-,-,-
776,Eliminated,15,20,10,3,6,32.0%,100,5.27,80.0%,32.0%,-,-,-,-,-,-,-,-,-
777,Eliminated,20,0,8,2,6,32.0%,100,1.25,91.0%,32.0%,-,-,-,-,-,-,-,-,-
778,Eliminated,20,0,10,2,6,32.0%,100,0.99,91.0%,32.0%,-,-,-,-,-,-,-,-,-
779,Eliminated,20,5,6,2,4,32.0%,100,4.29,70.0%,32.0%,-,-,-,-,-,-,-,-,-
780,Eliminated,20,5,6,3,10,32.0%,100,5.67,91.0%,32.0%,-,-,-,-,-,-,-,-,-
781,Eliminated,20,5,10,2,6,32.0%,100,4.56,77.0%,32.0%,-,-,-,-,-,-,-,-,-
782,Eliminated,20,10,4,3,10,32.0%,100,6.16,83.0%,32.0%,-,-,-,-,-,-,-,-,-
783,Eliminated,20,10,6,3,8,32.0%,100,6.19,80.0%,32.0%,-,-,-,-,-,-,-,-,-
784,Eliminated,20,10,6,3,10,32.0%,100,6.53,85.0%,32.0%,-,-,-,-,-,-,-,-,-
785,Eliminated,20,10,8,3,6,32.0%,100,6.07,82.0%,32.0%,-,-,-,-,-,-,-,-,-
786,Eliminated,20,15,4,2,10,32.0%,100,6.07,82.0%,32.0%,-,-,-,-,-,-,-,-,-
787,Eliminated,20,15,4,3,10,32.0%,100,6.46,77.0%,32.0%,-,-,-,-,-,-,-,-,-
788,Eliminated,20,15,10,1,8,32.0%,100,8.86,77.0%,32.0%,-,-,-,-,-,-,-,-,-
789,Eliminated,20,20,10,2,8,32.0%,100,6.41,79.0%,32.0%,-,-,-,-,-,-,-,-,-
790,Eliminated,15,10,8,3,6,31.7%,101,5.78,81.0%,31.7%,-,-,-,-,-,-,-,-,-
791,Eliminated,20,20,10,2,6,31.7%,101,5.83,83.0%,31.7%,-,-,-,-,-,-,-,-,-
792,Eliminated,0,0,4,3,6,31.0%,100,0.66,84.0%,31.0%,-,-,-,-,-,-,-,-,-
793,Eliminated,0,0,8,2,4,31.0%,100,0.59,74.0%,31.0%,-,-,-,-,-,-,-,-,-
794,Eliminated,0,10,2,3,10,31.0%,100,4.84,70.0%,31.0%,-,-,-,-,-,-,-,-,-
795,Eliminated,0,10,4,3,10,31.0%,100,4.76,83.0%,31.0%,-,-,-,-,-,-,-,-,-
796,Eliminated,0,10,8,1,8,31.0%,100,6.63,78.0%,31.0%,-,-,-,-,-,-,-,-,-
797,Eliminated,0,10,10,2,8,31.0%,100,6.43,85.0%,31.0%,-,-,-,-,-,-,-,-,-
798,Eliminated,0,20,6,1,4,31.0%,100,8.38,75.0%,31.0%,-,-,-,-,-,-,-,-,-
799,Eliminated,0,20,8,1,4,31.0%,100,7.87,78.0%,31.0%,-,-,-,-,-,-,-,-,-
800,Eliminated,5,0,10,1,4,31.0%,100,0.84,78.0%,31.0%,-,-,-,-,-,-,-,-,-
