Rank,Status,VP,EN,HL,AT,YD,WinRate,GamesPlayed,AvgCardsBought,P1%,P2%,P3%,P4%,P5%,P6%,P7%,P8%,P9%,P10%,P11%
571,Eliminated,15,5,0,3,2,40.0%,50,5.76,76.0%,62.0%,40.0%,-,-,-,-,-,-,-,-
572,Eliminated,15,5,2,2,8,40.0%,50,7.66,82.0%,58.0%,40.0%,-,-,-,-,-,-,-,-
573,Eliminated,15,5,6,3,2,40.0%,50,6.50,84.0%,54.0%,40.0%,-,-,-,-,-,-,-,-
574,Eliminated,15,5,10,2,10,40.0%,50,8.84,92.0%,58.0%,40.0%,-,-,-,-,-,-,-,-
575,Eliminated,15,10,2,2,10,40.0%,50,8.42,72.0%,58.0%,40.0%,-,-,-,-,-,-,-,-
576,Eliminated,15,10,6,2,8,40.0%,50,10.84,82.0%,58.0%,40.0%,-,-,-,-,-,-,-,-
577,Eliminated,15,20,4,3,6,40.0%,50,10.54,76.0%,70.0%,40.0%,-,-,-,-,-,-,-,-
578,Eliminated,15,20,4,3,10,40.0%,50,10.00,78.0%,52.0%,40.0%,-,-,-,-,-,-,-,-
579,Eliminated,15,20,10,3,4,40.0%,50,9.04,72.0%,52.0%,40.0%,-,-,-,-,-,-,-,-
580,Eliminated,20,0,4,2,10,40.0%,50,3.88,94.0%,70.0%,40.0%,-,-,-,-,-,-,-,-
581,Eliminated,20,5,0,3,2,40.0%,50,6.20,72.0%,56.0%,40.0%,-,-,-,-,-,-,-,-
582,Eliminated,20,5,2,3,10,40.0%,50,7.40,84.0%,60.0%,40.0%,-,-,-,-,-,-,-,-
583,Eliminated,20,5,6,3,10,40.0%,50,8.54,88.0%,56.0%,40.0%,-,-,-,-,-,-,-,-
584,Eliminated,0,0,0,1,10,38.0%,50,3.38,70.0%,50.0%,38.0%,-,-,-,-,-,-,-,-
585,Eliminated,0,0,0,2,6,38.0%,50,2.36,70.0%,68.0%,38.0%,-,-,-,-,-,-,-,-
586,Eliminated,0,0,4,2,6,38.0%,50,2.44,86.0%,64.0%,38.0%,-,-,-,-,-,-,-,-
587,Eliminated,0,0,10,3,2,38.0%,50,2.22,74.0%,54.0%,38.0%,-,-,-,-,-,-,-,-
588,Eliminated,0,5,0,2,2,38.0%,50,4.98,70.0%,50.0%,38.0%,-,-,-,-,-,-,-,-
589,Eliminated,0,5,2,2,8,38.0%,50,5.90,80.0%,54.0%,38.0%,-,-,-,-,-,-,-,-
590,Eliminated,0,5,4,3,2,38.0%,50,4.14,80.0%,64.0%,38.0%,-,-,-,-,-,-,-,-
591,Eliminated,0,20,4,3,10,38.0%,50,9.00,74.0%,54.0%,38.0%,-,-,-,-,-,-,-,-
592,Eliminated,5,0,6,3,4,38.0%,50,3.56,90.0%,52.0%,38.0%,-,-,-,-,-,-,-,-
593,Eliminated,5,5,4,2,6,38.0%,50,7.06,82.0%,64.0%,38.0%,-,-,-,-,-,-,-,-
594,Eliminated,5,5,6,3,2,38.0%,50,5.90,78.0%,62.0%,38.0%,-,-,-,-,-,-,-,-
595,Eliminated,5,5,6,3,4,38.0%,50,6.74,80.0%,58.0%,38.0%,-,-,-,-,-,-,-,-
596,Eliminated,10,0,0,3,0,38.0%,50,3.46,74.0%,54.0%,38.0%,-,-,-,-,-,-,-,-
597,Eliminated,10,5,4,2,10,38.0%,50,7.94,84.0%,56.0%,38.0%,-,-,-,-,-,-,-,-
598,Eliminated,10,10,0,3,4,38.0%,50,7.98,72.0%,52.0%,38.0%,-,-,-,-,-,-,-,-
599,Eliminated,10,10,0,3,10,38.0%,50,7.90,78.0%,52.0%,38.0%,-,-,-,-,-,-,-,-
600,Eliminated,10,10,2,2,10,38.0%,50,8.18,72.0%,54.0%,38.0%,-,-,-,-,-,-,-,-
601,Eliminated,10,10,2,3,6,38.0%,50,8.44,72.0%,52.0%,38.0%,-,-,-,-,-,-,-,-
602,Eliminated,10,20,8,3,4,38.0%,50,11.28,78.0%,54.0%,38.0%,-,-,-,-,-,-,-,-
603,Eliminated,15,0,2,3,4,38.0%,50,3.22,88.0%,58.0%,38.0%,-,-,-,-,-,-,-,-
604,Eliminated,15,0,6,1,6,38.0%,50,4.14,94.0%,58.0%,38.0%,-,-,-,-,-,-,-,-
605,Eliminated,15,5,0,3,8,38.0%,50,6.84,72.0%,58.0%,38.0%,-,-,-,-,-,-,-,-
606,Eliminated,15,10,4,2,2,38.0%,50,8.50,74.0%,56.0%,38.0%,-,-,-,-,-,-,-,-
607,Eliminated,15,10,4,3,2,38.0%,50,8.12,72.0%,62.0%,38.0%,-,-,-,-,-,-,-,-
608,Eliminated,15,10,8,2,10,38.0%,50,10.38,96.0%,58.0%,38.0%,-,-,-,-,-,-,-,-
609,Eliminated,15,15,2,2,10,38.0%,50,8.76,80.0%,60.0%,38.0%,-,-,-,-,-,-,-,-
610,Eliminated,15,15,4,3,6,38.0%,50,9.42,88.0%,54.0%,38.0%,-,-,-,-,-,-,-,-
611,Eliminated,20,0,2,3,10,38.0%,50,3.46,94.0%,54.0%,38.0%,-,-,-,-,-,-,-,-
612,Eliminated,20,5,4,1,0,38.0%,50,6.04,74.0%,52.0%,38.0%,-,-,-,-,-,-,-,-
613,Eliminated,20,10,2,3,4,38.0%,50,8.48,82.0%,54.0%,38.0%,-,-,-,-,-,-,-,-
614,Eliminated,0,0,6,3,10,36.0%,50,2.58,88.0%,52.0%,36.0%,-,-,-,-,-,-,-,-
615,Eliminated,0,5,4,2,6,36.0%,50,5.54,78.0%,58.0%,36.0%,-,-,-,-,-,-,-,-
616,Eliminated,0,5,4,3,10,36.0%,50,6.48,84.0%,50.0%,36.0%,-,-,-,-,-,-,-,-
617,Eliminated,5,0,8,2,4,36.0%,50,3.58,84.0%,66.0%,36.0%,-,-,-,-,-,-,-,-
618,Eliminated,5,5,2,2,8,36.0%,50,7.24,78.0%,58.0%,36.0%,-,-,-,-,-,-,-,-
619,Eliminated,5,5,4,3,10,36.0%,50,8.00,90.0%,60.0%,36.0%,-,-,-,-,-,-,-,-
620,Eliminated,5,20,4,3,6,36.0%,50,9.66,80.0%,62.0%,36.0%,-,-,-,-,-,-,-,-
621,Eliminated,10,0,2,3,6,36.0%,50,3.46,76.0%,56.0%,36.0%,-,-,-,-,-,-,-,-
622,Eliminated,10,0,6,2,8,36.0%,50,3.74,98.0%,58.0%,36.0%,-,-,-,-,-,-,-,-
623,Eliminated,10,15,2,3,8,36.0%,50,9.00,72.0%,52.0%,36.0%,-,-,-,-,-,-,-,-
624,Eliminated,15,0,2,1,8,36.0%,50,3.56,92.0%,54.0%,36.0%,-,-,-,-,-,-,-,-
625,Eliminated,15,0,4,3,8,36.0%,50,4.40,92.0%,54.0%,36.0%,-,-,-,-,-,-,-,-
626,Eliminated,15,0,6,3,2,36.0%,50,3.98,82.0%,60.0%,36.0%,-,-,-,-,-,-,-,-
627,Eliminated,15,10,2,2,8,36.0%,50,8.52,84.0%,62.0%,36.0%,-,-,-,-,-,-,-,-
628,Eliminated,15,20,2,3,4,36.0%,50,8.36,72.0%,54.0%,36.0%,-,-,-,-,-,-,-,-
629,Eliminated,15,20,2,3,8,36.0%,50,9.56,80.0%,58.0%,36.0%,-,-,-,-,-,-,-,-
630,Eliminated,20,0,2,3,6,36.0%,50,3.20,90.0%,54.0%,36.0%,-,-,-,-,-,-,-,-
631,Eliminated,20,0,8,2,4,36.0%,50,3.94,94.0%,60.0%,36.0%,-,-,-,-,-,-,-,-
632,Eliminated,20,5,2,3,6,36.0%,50,7.08,82.0%,64.0%,36.0%,-,-,-,-,-,-,-,-
633,Eliminated,20,10,2,3,6,36.0%,50,8.96,72.0%,56.0%,36.0%,-,-,-,-,-,-,-,-
634,Eliminated,20,10,4,2,4,36.0%,50,8.64,84.0%,58.0%,36.0%,-,-,-,-,-,-,-,-
635,Eliminated,20,15,8,3,10,36.0%,50,12.10,82.0%,53.1%,36.0%,-,-,-,-,-,-,-,-
636,Eliminated,0,10,6,3,8,34.0%,50,7.90,80.0%,56.0%,34.0%,-,-,-,-,-,-,-,-
637,Eliminated,5,0,2,3,4,34.0%,50,2.88,72.0%,54.0%,34.0%,-,-,-,-,-,-,-,-
638,Eliminated,5,5,2,1,10,34.0%,50,8.84,72.0%,50.0%,34.0%,-,-,-,-,-,-,-,-
639,Eliminated,5,10,4,2,10,34.0%,50,9.52,74.0%,58.0%,34.0%,-,-,-,-,-,-,-,-
640,Eliminated,10,5,2,1,8,34.0%,50,7.84,80.0%,52.0%,34.0%,-,-,-,-,-,-,-,-
641,Eliminated,10,20,0,2,8,34.0%,50,9.02,72.0%,52.0%,34.0%,-,-,-,-,-,-,-,-
642,Eliminated,10,20,2,2,2,34.0%,50,9.78,74.0%,52.0%,34.0%,-,-,-,-,-,-,-,-
643,Eliminated,15,0,10,2,2,34.0%,50,3.22,78.0%,52.0%,34.0%,-,-,-,-,-,-,-,-
644,Eliminated,20,5,2,2,10,34.0%,50,7.96,80.0%,52.0%,34.0%,-,-,-,-,-,-,-,-
645,Eliminated,20,15,2,3,4,34.0%,50,8.86,76.0%,58.0%,34.0%,-,-,-,-,-,-,-,-
646,Eliminated,0,0,0,3,6,32.0%,50,2.72,70.0%,66.0%,32.0%,-,-,-,-,-,-,-,-
647,Eliminated,0,20,6,3,10,32.0%,50,9.28,80.0%,62.0%,32.0%,-,-,-,-,-,-,-,-
648,Eliminated,10,0,8,3,2,32.0%,50,2.96,84.0%,52.0%,32.0%,-,-,-,-,-,-,-,-
649,Eliminated,10,5,0,2,4,32.0%,50,6.22,78.0%,52.0%,32.0%,-,-,-,-,-,-,-,-
650,Eliminated,10,5,4,3,10,32.0%,50,8.40,82.0%,52.0%,32.0%,-,-,-,-,-,-,-,-
651,Eliminated,10,5,6,3,0,32.0%,50,6.28,74.0%,54.0%,32.0%,-,-,-,-,-,-,-,-
652,Eliminated,10,5,10,3,2,32.0%,50,6.04,80.0%,54.0%,32.0%,-,-,-,-,-,-,-,-
653,Eliminated,10,15,0,3,8,32.0%,50,8.86,72.0%,54.0%,32.0%,-,-,-,-,-,-,-,-
654,Eliminated,15,10,10,3,2,32.0%,50,8.32,72.0%,54.0%,32.0%,-,-,-,-,-,-,-,-
655,Eliminated,20,5,0,3,6,32.0%,50,6.82,82.0%,64.0%,32.0%,-,-,-,-,-,-,-,-
656,Eliminated,20,15,2,3,8,32.0%,50,9.32,78.0%,56.0%,32.0%,-,-,-,-,-,-,-,-
657,Eliminated,20,20,4,2,4,32.0%,50,9.84,86.0%,54.0%,32.0%,-,-,-,-,-,-,-,-
658,Eliminated,5,0,8,2,2,30.0%,50,3.32,80.0%,52.0%,30.0%,-,-,-,-,-,-,-,-
659,Eliminated,5,5,8,2,4,30.0%,50,6.42,82.0%,56.0%,30.0%,-,-,-,-,-,-,-,-
660,Eliminated,10,5,2,2,4,30.0%,50,6.74,84.0%,64.0%,30.0%,-,-,-,-,-,-,-,-
661,Eliminated,20,0,2,2,2,30.0%,50,3.50,90.0%,52.0%,30.0%,-,-,-,-,-,-,-,-
662,Eliminated,20,10,2,1,10,30.0%,50,9.24,76.0%,54.0%,30.0%,-,-,-,-,-,-,-,-
663,Eliminated,10,5,0,3,0,28.0%,50,5.52,76.0%,52.0%,28.0%,-,-,-,-,-,-,-,-
664,Eliminated,10,5,2,2,10,28.0%,50,8.06,78.0%,58.0%,28.0%,-,-,-,-,-,-,-,-
665,Eliminated,15,5,0,2,8,28.0%,50,7.20,72.0%,52.0%,28.0%,-,-,-,-,-,-,-,-
666,Eliminated,20,5,2,1,2,28.0%,50,6.88,76.0%,54.0%,28.0%,-,-,-,-,-,-,-,-
667,Eliminated,5,0,4,1,0,26.0%,50,3.00,72.0%,54.0%,26.0%,-,-,-,-,-,-,-,-
668,Eliminated,15,5,4,1,10,26.0%,50,9.44,80.0%,54.0%,26.0%,-,-,-,-,-,-,-,-
669,Eliminated,15,15,2,2,6,26.0%,50,10.28,86.0%,56.0%,26.0%,-,-,-,-,-,-,-,-
670,Eliminated,20,15,2,1,6,26.0%,50,10.14,76.0%,52.0%,26.0%,-,-,-,-,-,-,-,-
671,Eliminated,0,0,6,2,0,24.0%,50,2.30,76.0%,56.0%,24.0%,-,-,-,-,-,-,-,-
672,Eliminated,0,10,2,3,6,24.0%,50,7.92,74.0%,56.0%,24.0%,-,-,-,-,-,-,-,-
673,Eliminated,5,5,0,2,8,24.0%,50,7.08,80.0%,52.0%,24.0%,-,-,-,-,-,-,-,-
674,Eliminated,5,0,6,1,8,22.0%,50,4.06,88.0%,50.0%,22.0%,-,-,-,-,-,-,-,-
675,Eliminated,20,20,4,2,10,22.0%,50,10.04,90.0%,64.0%,22.0%,-,-,-,-,-,-,-,-
676,Eliminated,5,5,10,2,4,50.0%,50,4.80,84.0%,50.0%,-,-,-,-,-,-,-,-,-
677,Eliminated,5,10,4,3,4,50.0%,50,5.38,76.0%,50.0%,-,-,-,-,-,-,-,-,-
678,Eliminated,5,10,10,3,4,50.0%,50,4.94,82.0%,50.0%,-,-,-,-,-,-,-,-,-
679,Eliminated,5,10,10,3,8,50.0%,50,5.90,80.0%,50.0%,-,-,-,-,-,-,-,-,-
680,Eliminated,5,15,4,3,4,50.0%,50,6.30,84.0%,50.0%,-,-,-,-,-,-,-,-,-
681,Eliminated,5,15,10,3,8,50.0%,50,6.28,86.0%,50.0%,-,-,-,-,-,-,-,-,-
682,Eliminated,5,15,10,3,10,50.0%,50,6.82,74.0%,50.0%,-,-,-,-,-,-,-,-,-
683,Eliminated,5,20,6,3,4,50.0%,50,5.96,78.0%,50.0%,-,-,-,-,-,-,-,-,-
684,Eliminated,10,0,4,2,2,50.0%,50,2.44,80.0%,50.0%,-,-,-,-,-,-,-,-,-
685,Eliminated,10,0,4,2,6,50.0%,50,2.28,96.0%,50.0%,-,-,-,-,-,-,-,-,-
686,Eliminated,10,0,6,1,4,50.0%,50,2.58,86.0%,50.0%,-,-,-,-,-,-,-,-,-
687,Eliminated,10,0,6,2,2,50.0%,50,2.48,78.0%,50.0%,-,-,-,-,-,-,-,-,-
688,Eliminated,10,0,8,1,8,50.0%,50,2.60,96.0%,50.0%,-,-,-,-,-,-,-,-,-
689,Eliminated,10,5,2,1,10,50.0%,50,5.24,74.0%,50.0%,-,-,-,-,-,-,-,-,-
690,Eliminated,10,5,2,2,8,50.0%,50,5.30,82.0%,50.0%,-,-,-,-,-,-,-,-,-
691,Eliminated,10,5,4,2,8,50.0%,50,5.62,88.0%,50.0%,-,-,-,-,-,-,-,-,-
692,Eliminated,10,5,6,1,4,50.0%,50,5.72,82.0%,50.0%,-,-,-,-,-,-,-,-,-
693,Eliminated,10,5,6,3,8,50.0%,50,5.70,92.0%,50.0%,-,-,-,-,-,-,-,-,-
694,Eliminated,10,5,8,3,8,50.0%,50,5.60,92.0%,50.0%,-,-,-,-,-,-,-,-,-
695,Eliminated,10,10,0,2,8,50.0%,50,5.22,80.0%,50.0%,-,-,-,-,-,-,-,-,-
696,Eliminated,10,10,2,2,8,50.0%,50,6.08,74.0%,50.0%,-,-,-,-,-,-,-,-,-
697,Eliminated,10,10,4,2,6,50.0%,50,6.32,84.0%,50.0%,-,-,-,-,-,-,-,-,-
698,Eliminated,10,10,4,3,6,50.0%,50,5.94,84.0%,50.0%,-,-,-,-,-,-,-,-,-
699,Eliminated,10,10,6,3,2,50.0%,50,5.72,80.0%,50.0%,-,-,-,-,-,-,-,-,-
700,Eliminated,10,10,8,3,6,50.0%,50,6.74,86.0%,50.0%,-,-,-,-,-,-,-,-,-
701,Eliminated,10,15,0,2,8,50.0%,50,5.42,76.0%,50.0%,-,-,-,-,-,-,-,-,-
702,Eliminated,10,15,2,3,4,50.0%,50,5.78,80.0%,50.0%,-,-,-,-,-,-,-,-,-
703,Eliminated,10,15,4,2,6,50.0%,50,6.14,76.0%,50.0%,-,-,-,-,-,-,-,-,-
704,Eliminated,10,15,6,2,4,50.0%,50,6.54,80.0%,50.0%,-,-,-,-,-,-,-,-,-
705,Eliminated,10,20,2,1,6,50.0%,50,7.00,74.0%,50.0%,-,-,-,-,-,-,-,-,-
706,Eliminated,10,20,2,2,10,50.0%,50,5.72,82.0%,50.0%,-,-,-,-,-,-,-,-,-
707,Eliminated,10,20,4,3,2,50.0%,50,6.28,72.0%,50.0%,-,-,-,-,-,-,-,-,-
708,Eliminated,10,20,6,2,6,50.0%,50,7.70,72.0%,50.0%,-,-,-,-,-,-,-,-,-
709,Eliminated,10,20,10,3,6,50.0%,50,6.70,78.0%,50.0%,-,-,-,-,-,-,-,-,-
710,Eliminated,15,0,0,2,10,50.0%,50,2.54,94.0%,50.0%,-,-,-,-,-,-,-,-,-
711,Eliminated,15,0,0,3,6,50.0%,50,2.18,86.0%,50.0%,-,-,-,-,-,-,-,-,-
712,Eliminated,15,0,2,1,6,50.0%,50,2.46,88.0%,50.0%,-,-,-,-,-,-,-,-,-
713,Eliminated,15,0,6,1,10,50.0%,50,2.66,96.0%,50.0%,-,-,-,-,-,-,-,-,-
714,Eliminated,15,0,8,3,4,50.0%,50,2.34,90.0%,50.0%,-,-,-,-,-,-,-,-,-
715,Eliminated,15,5,0,3,6,50.0%,50,4.34,72.0%,50.0%,-,-,-,-,-,-,-,-,-
716,Eliminated,15,5,2,1,2,50.0%,50,4.30,76.0%,50.0%,-,-,-,-,-,-,-,-,-
717,Eliminated,15,5,2,1,6,50.0%,50,4.70,82.0%,50.0%,-,-,-,-,-,-,-,-,-
718,Eliminated,15,5,2,2,10,50.0%,50,5.16,78.0%,50.0%,-,-,-,-,-,-,-,-,-
719,Eliminated,15,5,2,3,10,50.0%,50,5.50,82.0%,50.0%,-,-,-,-,-,-,-,-,-
720,Eliminated,15,5,4,1,4,50.0%,50,5.18,88.0%,50.0%,-,-,-,-,-,-,-,-,-
721,Eliminated,15,5,6,2,8,50.0%,50,5.38,88.0%,50.0%,-,-,-,-,-,-,-,-,-
722,Eliminated,15,5,6,3,4,50.0%,50,4.60,84.0%,50.0%,-,-,-,-,-,-,-,-,-
723,Eliminated,15,5,10,2,8,50.0%,50,5.32,96.0%,50.0%,-,-,-,-,-,-,-,-,-
724,Eliminated,15,10,4,2,10,50.0%,50,6.74,82.0%,50.0%,-,-,-,-,-,-,-,-,-
725,Eliminated,15,10,8,3,8,50.0%,50,7.30,84.0%,50.0%,-,-,-,-,-,-,-,-,-
726,Eliminated,15,10,10,3,10,50.0%,50,6.40,82.0%,50.0%,-,-,-,-,-,-,-,-,-
727,Eliminated,15,15,2,3,2,50.0%,50,5.70,72.0%,50.0%,-,-,-,-,-,-,-,-,-
728,Eliminated,15,15,2,3,10,50.0%,50,6.16,74.0%,50.0%,-,-,-,-,-,-,-,-,-
729,Eliminated,15,15,4,1,6,50.0%,50,7.68,72.0%,50.0%,-,-,-,-,-,-,-,-,-
730,Eliminated,15,15,4,2,6,50.0%,50,6.62,86.0%,50.0%,-,-,-,-,-,-,-,-,-
731,Eliminated,15,15,4,3,8,50.0%,50,6.12,80.0%,50.0%,-,-,-,-,-,-,-,-,-
732,Eliminated,15,15,6,2,4,50.0%,50,6.72,84.0%,50.0%,-,-,-,-,-,-,-,-,-
733,Eliminated,15,15,10,2,10,50.0%,50,7.04,86.0%,50.0%,-,-,-,-,-,-,-,-,-
734,Eliminated,15,20,6,2,6,50.0%,50,7.50,80.0%,50.0%,-,-,-,-,-,-,-,-,-
735,Eliminated,15,20,6,3,4,50.0%,50,6.72,74.0%,50.0%,-,-,-,-,-,-,-,-,-
736,Eliminated,20,0,2,2,10,50.0%,50,2.08,94.0%,50.0%,-,-,-,-,-,-,-,-,-
737,Eliminated,20,0,2,3,8,50.0%,50,2.40,88.0%,50.0%,-,-,-,-,-,-,-,-,-
738,Eliminated,20,0,8,1,10,50.0%,50,3.34,98.0%,50.0%,-,-,-,-,-,-,-,-,-
739,Eliminated,20,5,0,2,4,50.0%,50,4.48,76.0%,50.0%,-,-,-,-,-,-,-,-,-
740,Eliminated,20,5,0,2,10,50.0%,50,4.52,72.0%,50.0%,-,-,-,-,-,-,-,-,-
741,Eliminated,20,5,2,1,4,50.0%,50,4.94,78.0%,50.0%,-,-,-,-,-,-,-,-,-
742,Eliminated,20,5,2,2,6,50.0%,50,4.88,88.0%,50.0%,-,-,-,-,-,-,-,-,-
743,Eliminated,20,5,2,2,8,50.0%,50,5.02,78.0%,50.0%,-,-,-,-,-,-,-,-,-
744,Eliminated,20,5,2,3,4,50.0%,50,4.32,78.0%,50.0%,-,-,-,-,-,-,-,-,-
745,Eliminated,20,5,4,2,8,50.0%,50,5.32,78.0%,50.0%,-,-,-,-,-,-,-,-,-
746,Eliminated,20,5,6,2,0,50.0%,50,4.22,78.0%,50.0%,-,-,-,-,-,-,-,-,-
747,Eliminated,20,5,6,2,4,50.0%,50,4.94,82.0%,50.0%,-,-,-,-,-,-,-,-,-
748,Eliminated,20,5,6,2,8,50.0%,50,5.24,88.0%,50.0%,-,-,-,-,-,-,-,-,-
749,Eliminated,20,5,6,3,0,50.0%,50,3.96,72.0%,50.0%,-,-,-,-,-,-,-,-,-
750,Eliminated,20,5,10,2,10,50.0%,50,5.78,88.0%,50.0%,-,-,-,-,-,-,-,-,-
751,Eliminated,20,10,4,2,10,50.0%,50,6.16,80.0%,50.0%,-,-,-,-,-,-,-,-,-
752,Eliminated,20,10,6,2,10,50.0%,50,6.78,90.0%,50.0%,-,-,-,-,-,-,-,-,-
753,Eliminated,20,10,10,3,2,50.0%,50,5.62,72.0%,50.0%,-,-,-,-,-,-,-,-,-
754,Eliminated,20,10,10,3,4,50.0%,50,5.92,72.0%,50.0%,-,-,-,-,-,-,-,-,-
755,Eliminated,20,15,0,2,10,50.0%,50,5.46,74.0%,50.0%,-,-,-,-,-,-,-,-,-
756,Eliminated,20,15,2,2,4,50.0%,50,5.90,80.0%,50.0%,-,-,-,-,-,-,-,-,-
757,Eliminated,20,15,2,2,6,50.0%,50,6.60,72.0%,50.0%,-,-,-,-,-,-,-,-,-
758,Eliminated,20,15,4,2,2,50.0%,50,5.78,74.0%,50.0%,-,-,-,-,-,-,-,-,-
759,Eliminated,20,15,4,2,6,50.0%,50,6.38,80.0%,50.0%,-,-,-,-,-,-,-,-,-
760,Eliminated,20,15,6,3,8,50.0%,50,7.46,80.0%,50.0%,-,-,-,-,-,-,-,-,-
761,Eliminated,20,15,10,2,4,50.0%,50,6.40,80.0%,50.0%,-,-,-,-,-,-,-,-,-
762,Eliminated,20,15,10,3,10,50.0%,50,7.30,80.0%,50.0%,-,-,-,-,-,-,-,-,-
763,Eliminated,20,20,2,2,8,50.0%,50,6.44,82.0%,50.0%,-,-,-,-,-,-,-,-,-
764,Eliminated,20,20,4,3,8,50.0%,50,6.22,88.0%,50.0%,-,-,-,-,-,-,-,-,-
765,Eliminated,20,20,6,3,10,50.0%,50,7.50,82.0%,50.0%,-,-,-,-,-,-,-,-,-
766,Eliminated,20,20,8,2,8,50.0%,50,7.96,84.0%,50.0%,-,-,-,-,-,-,-,-,-
767,Eliminated,20,20,8,3,8,50.0%,50,7.84,84.0%,50.0%,-,-,-,-,-,-,-,-,-
768,Eliminated,20,20,10,2,6,50.0%,50,7.22,92.0%,50.0%,-,-,-,-,-,-,-,-,-
769,Eliminated,20,20,10,3,6,50.0%,50,7.70,86.0%,50.0%,-,-,-,-,-,-,-,-,-
770,Eliminated,20,15,8,2,4,49.0%,51,6.90,80.0%,49.0%,-,-,-,-,-,-,-,-,-
771,Eliminated,0,0,0,2,10,48.0%,50,1.46,78.0%,48.0%,-,-,-,-,-,-,-,-,-
772,Eliminated,0,0,0,3,8,48.0%,50,1.68,70.0%,48.0%,-,-,-,-,-,-,-,-,-
773,Eliminated,0,0,2,2,0,48.0%,50,1.58,74.0%,48.0%,-,-,-,-,-,-,-,-,-
774,Eliminated,0,0,2,2,6,48.0%,50,1.62,76.0%,48.0%,-,-,-,-,-,-,-,-,-
775,Eliminated,0,5,2,3,10,48.0%,50,3.80,82.0%,48.0%,-,-,-,-,-,-,-,-,-
776,Eliminated,0,5,4,2,2,48.0%,50,3.10,76.0%,48.0%,-,-,-,-,-,-,-,-,-
777,Eliminated,0,10,2,3,10,48.0%,50,5.04,80.0%,48.0%,-,-,-,-,-,-,-,-,-
778,Eliminated,0,15,0,3,0,48.0%,50,4.78,74.0%,48.0%,-,-,-,-,-,-,-,-,-
779,Eliminated,0,20,6,3,8,48.0%,50,6.18,78.0%,48.0%,-,-,-,-,-,-,-,-,-
780,Eliminated,5,0,0,2,10,48.0%,50,2.18,80.0%,48.0%,-,-,-,-,-,-,-,-,-
781,Eliminated,5,0,0,3,6,48.0%,50,1.98,86.0%,48.0%,-,-,-,-,-,-,-,-,-
782,Eliminated,5,0,0,3,8,48.0%,50,2.22,84.0%,48.0%,-,-,-,-,-,-,-,-,-
783,Eliminated,5,0,2,2,6,48.0%,50,1.90,82.0%,48.0%,-,-,-,-,-,-,-,-,-
784,Eliminated,5,0,6,2,4,48.0%,50,2.06,90.0%,48.0%,-,-,-,-,-,-,-,-,-
785,Eliminated,5,0,8,3,10,48.0%,50,2.58,96.0%,48.0%,-,-,-,-,-,-,-,-,-
786,Eliminated,5,5,0,1,8,48.0%,50,5.08,82.0%,48.0%,-,-,-,-,-,-,-,-,-
787,Eliminated,5,5,4,1,2,48.0%,50,4.28,74.0%,48.0%,-,-,-,-,-,-,-,-,-
788,Eliminated,5,5,6,3,6,48.0%,50,4.70,88.0%,48.0%,-,-,-,-,-,-,-,-,-
789,Eliminated,5,5,8,2,8,48.0%,50,5.78,94.0%,48.0%,-,-,-,-,-,-,-,-,-
790,Eliminated,5,5,8,3,0,48.0%,50,3.48,72.0%,48.0%,-,-,-,-,-,-,-,-,-
791,Eliminated,5,10,0,3,8,48.0%,50,5.44,72.0%,48.0%,-,-,-,-,-,-,-,-,-
792,Eliminated,5,10,4,2,6,48.0%,50,5.60,74.0%,48.0%,-,-,-,-,-,-,-,-,-
793,Eliminated,5,15,6,3,2,48.0%,50,6.36,78.0%,48.0%,-,-,-,-,-,-,-,-,-
794,Eliminated,5,15,8,3,8,48.0%,50,6.68,80.0%,48.0%,-,-,-,-,-,-,-,-,-
795,Eliminated,5,20,2,3,10,48.0%,50,6.44,84.0%,48.0%,-,-,-,-,-,-,-,-,-
796,Eliminated,5,20,8,3,6,48.0%,50,7.10,82.0%,48.0%,-,-,-,-,-,-,-,-,-
797,Eliminated,5,20,10,3,6,48.0%,50,6.42,80.0%,48.0%,-,-,-,-,-,-,-,-,-
798,Eliminated,10,0,0,1,0,48.0%,50,2.34,72.0%,48.0%,-,-,-,-,-,-,-,-,-
799,Eliminated,10,0,0,1,2,48.0%,50,2.62,74.0%,48.0%,-,-,-,-,-,-,-,-,-
800,Eliminated,10,0,0,2,2,48.0%,50,2.56,72.0%,48.0%,-,-,-,-,-,-,-,-,-
801,Eliminated,10,0,0,3,8,48.0%,50,2.14,78.0%,48.0%,-,-,-,-,-,-,-,-,-
802,Eliminated,10,0,2,1,10,48.0%,50,2.40,94.0%,48.0%,-,-,-,-,-,-,-,-,-
803,Eliminated,10,0,2,2,4,48.0%,50,2.38,84.0%,48.0%,-,-,-,-,-,-,-,-,-
804,Eliminated,10,0,2,3,8,48.0%,50,2.26,90.0%,48.0%,-,-,-,-,-,-,-,-,-
805,Eliminated,10,0,4,1,4,48.0%,50,2.62,88.0%,48.0%,-,-,-,-,-,-,-,-,-
806,Eliminated,10,0,4,3,8,48.0%,50,2.34,94.0%,48.0%,-,-,-,-,-,-,-,-,-
807,Eliminated,10,0,8,2,4,48.0%,50,2.00,90.0%,48.0%,-,-,-,-,-,-,-,-,-
808,Eliminated,10,5,0,2,6,48.0%,50,4.48,76.0%,48.0%,-,-,-,-,-,-,-,-,-
