# Tournament Config: startingPlayers=3, gamesPerPhase=100
# Fallbacks: {"2":{"file":"tournament_j3zvExqh9bhYFcfuzihx_older.csv","topX":5}}
Rank,Status,VP,EN,HL,AT,YD,WinRate,GamesPlayed,AvgCardsBought,P1%,P2%,P3%,P4%,P5%,P6%,P7%,P8%,P9%,P10%,P11%
2347,Eliminated,5,0,2,1,0,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2348,Eliminated,5,0,8,1,0,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2349,Eliminated,5,5,4,2,0,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2350,Eliminated,5,10,4,3,0,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2351,Eliminated,5,15,0,2,2,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2352,Eliminated,5,20,6,2,0,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2353,Eliminated,10,0,6,2,0,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2354,Eliminated,10,5,6,3,0,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2355,Eliminated,10,15,8,2,0,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2356,Eliminated,10,20,0,2,2,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2357,Eliminated,15,0,8,3,0,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2358,Eliminated,15,5,0,1,0,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2359,Eliminated,15,5,10,3,0,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2360,Eliminated,15,10,8,3,0,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2361,Eliminated,15,15,0,1,2,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2362,Eliminated,15,15,0,3,2,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2363,Eliminated,15,20,8,1,0,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2364,Eliminated,20,0,2,1,0,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2365,Eliminated,20,0,4,1,0,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2366,Eliminated,20,0,4,2,0,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2367,Eliminated,20,5,0,3,0,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2368,Eliminated,20,5,4,2,0,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2369,Eliminated,20,5,6,3,0,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2370,Eliminated,20,10,0,1,0,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2371,Eliminated,20,10,8,2,0,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2372,Eliminated,20,20,2,1,0,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2373,Eliminated,20,20,4,1,0,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2374,Eliminated,20,20,8,3,0,29.0%,100,0.00,29.0%,-,-,-,-,-,-,-,-,-,-
2375,Eliminated,0,0,4,2,0,28.0%,100,0.00,28.0%,-,-,-,-,-,-,-,-,-,-
2376,Eliminated,0,0,6,3,0,28.0%,100,0.00,28.0%,-,-,-,-,-,-,-,-,-,-
2377,Eliminated,0,0,8,1,0,28.0%,100,0.00,28.0%,-,-,-,-,-,-,-,-,-,-
2378,Eliminated,0,10,6,2,0,28.0%,100,0.00,28.0%,-,-,-,-,-,-,-,-,-,-
2379,Eliminated,5,10,10,2,0,28.0%,100,0.00,28.0%,-,-,-,-,-,-,-,-,-,-
2380,Eliminated,10,0,0,3,0,28.0%,100,0.00,28.0%,-,-,-,-,-,-,-,-,-,-
2381,Eliminated,10,0,4,1,0,28.0%,100,0.00,28.0%,-,-,-,-,-,-,-,-,-,-
2382,Eliminated,10,0,6,1,0,28.0%,100,0.00,28.0%,-,-,-,-,-,-,-,-,-,-
2383,Eliminated,10,10,8,2,0,28.0%,100,0.00,28.0%,-,-,-,-,-,-,-,-,-,-
2384,Eliminated,10,15,0,2,2,28.0%,100,0.00,28.0%,-,-,-,-,-,-,-,-,-,-
2385,Eliminated,10,15,10,3,0,28.0%,100,0.00,28.0%,-,-,-,-,-,-,-,-,-,-
2386,Eliminated,10,20,6,2,0,28.0%,100,0.00,28.0%,-,-,-,-,-,-,-,-,-,-
2387,Eliminated,10,20,8,3,0,28.0%,100,0.00,28.0%,-,-,-,-,-,-,-,-,-,-
2388,Eliminated,15,0,2,2,0,28.0%,100,0.00,28.0%,-,-,-,-,-,-,-,-,-,-
2389,Eliminated,15,10,4,1,0,28.0%,100,0.00,28.0%,-,-,-,-,-,-,-,-,-,-
2390,Eliminated,15,15,8,2,0,28.0%,100,0.00,28.0%,-,-,-,-,-,-,-,-,-,-
2391,Eliminated,15,15,10,2,0,28.0%,100,0.00,28.0%,-,-,-,-,-,-,-,-,-,-
2392,Eliminated,20,0,6,1,0,28.0%,100,0.00,28.0%,-,-,-,-,-,-,-,-,-,-
2393,Eliminated,20,5,6,1,0,28.0%,100,0.00,28.0%,-,-,-,-,-,-,-,-,-,-
2394,Eliminated,20,10,8,1,0,28.0%,100,0.00,28.0%,-,-,-,-,-,-,-,-,-,-
2395,Eliminated,20,15,2,2,0,28.0%,100,0.00,28.0%,-,-,-,-,-,-,-,-,-,-
2396,Eliminated,20,15,4,2,0,28.0%,100,0.00,28.0%,-,-,-,-,-,-,-,-,-,-
2397,Eliminated,20,15,8,1,0,28.0%,100,0.00,28.0%,-,-,-,-,-,-,-,-,-,-
2398,Eliminated,20,20,0,1,2,28.0%,100,0.00,28.0%,-,-,-,-,-,-,-,-,-,-
2399,Eliminated,0,0,2,2,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2400,Eliminated,0,0,10,2,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2401,Eliminated,0,5,6,3,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2402,Eliminated,0,10,8,2,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2403,Eliminated,5,0,2,3,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2404,Eliminated,5,0,4,2,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2405,Eliminated,5,0,4,3,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2406,Eliminated,5,5,0,3,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2407,Eliminated,5,5,2,3,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2408,Eliminated,5,5,4,1,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2409,Eliminated,5,5,6,3,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2410,Eliminated,5,10,8,2,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2411,Eliminated,5,15,10,2,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2412,Eliminated,5,15,10,3,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2413,Eliminated,5,20,0,1,2,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2414,Eliminated,5,20,4,2,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2415,Eliminated,10,0,2,1,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2416,Eliminated,10,5,2,1,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2417,Eliminated,10,5,8,2,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2418,Eliminated,10,10,0,3,2,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2419,Eliminated,10,10,2,1,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2420,Eliminated,10,15,0,3,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2421,Eliminated,10,15,2,1,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2422,Eliminated,10,15,4,1,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2423,Eliminated,10,20,0,1,2,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2424,Eliminated,10,20,2,3,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2425,Eliminated,10,20,4,1,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2426,Eliminated,10,20,8,1,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2427,Eliminated,20,5,2,2,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2428,Eliminated,20,10,2,2,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2429,Eliminated,20,10,6,1,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2430,Eliminated,20,10,6,3,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2431,Eliminated,20,15,10,2,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2432,Eliminated,20,20,6,2,0,27.0%,100,0.00,27.0%,-,-,-,-,-,-,-,-,-,-
2433,Eliminated,0,0,8,2,0,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2434,Eliminated,0,15,2,2,0,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2435,Eliminated,5,0,2,2,0,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2436,Eliminated,5,0,4,1,0,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2437,Eliminated,5,0,6,3,0,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2438,Eliminated,5,5,0,1,2,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2439,Eliminated,5,10,0,2,2,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2440,Eliminated,5,10,2,3,0,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2441,Eliminated,5,10,4,2,0,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2442,Eliminated,5,15,4,2,0,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2443,Eliminated,5,20,0,2,2,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2444,Eliminated,10,5,0,2,2,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2445,Eliminated,10,15,2,2,0,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2446,Eliminated,15,0,4,3,0,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2447,Eliminated,15,0,8,2,0,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2448,Eliminated,15,5,4,1,0,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2449,Eliminated,15,5,4,2,0,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2450,Eliminated,15,5,6,1,0,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2451,Eliminated,15,5,8,3,0,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2452,Eliminated,15,10,4,2,0,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2453,Eliminated,15,10,6,1,0,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2454,Eliminated,15,20,0,3,0,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2455,Eliminated,15,20,6,1,0,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2456,Eliminated,15,20,8,2,0,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2457,Eliminated,20,5,4,3,0,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2458,Eliminated,20,5,8,3,0,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2459,Eliminated,20,5,10,2,0,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2460,Eliminated,20,15,0,2,2,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2461,Eliminated,20,15,6,1,0,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2462,Eliminated,20,20,2,2,0,26.0%,100,0.00,26.0%,-,-,-,-,-,-,-,-,-,-
2463,Eliminated,0,0,4,1,0,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2464,Eliminated,0,0,4,3,0,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2465,Eliminated,0,0,6,2,0,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2466,Eliminated,0,5,8,3,0,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2467,Eliminated,0,10,4,3,0,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2468,Eliminated,0,15,6,3,0,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2469,Eliminated,5,0,0,3,0,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2470,Eliminated,5,0,6,1,0,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2471,Eliminated,5,5,2,2,0,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2472,Eliminated,5,15,0,3,2,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2473,Eliminated,5,20,2,2,0,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2474,Eliminated,5,20,10,2,0,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2475,Eliminated,10,5,4,2,0,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2476,Eliminated,10,10,0,2,0,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2477,Eliminated,10,15,6,2,0,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2478,Eliminated,10,15,8,3,0,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2479,Eliminated,10,20,10,2,0,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2480,Eliminated,15,0,10,1,0,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2481,Eliminated,15,10,0,1,2,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2482,Eliminated,20,0,10,3,0,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2483,Eliminated,20,5,0,1,0,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2484,Eliminated,20,5,8,1,0,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2485,Eliminated,20,10,0,2,2,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2486,Eliminated,20,10,4,2,0,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2487,Eliminated,20,10,10,2,0,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2488,Eliminated,20,15,0,2,0,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2489,Eliminated,20,15,0,3,0,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2490,Eliminated,20,15,8,3,0,25.0%,100,0.00,25.0%,-,-,-,-,-,-,-,-,-,-
2491,Eliminated,0,0,0,1,0,24.0%,100,0.00,24.0%,-,-,-,-,-,-,-,-,-,-
2492,Eliminated,0,10,0,2,2,24.0%,100,0.00,24.0%,-,-,-,-,-,-,-,-,-,-
2493,Eliminated,0,10,0,3,0,24.0%,100,0.00,24.0%,-,-,-,-,-,-,-,-,-,-
2494,Eliminated,0,15,4,2,0,24.0%,100,0.00,24.0%,-,-,-,-,-,-,-,-,-,-
2495,Eliminated,0,15,10,3,0,24.0%,100,0.00,24.0%,-,-,-,-,-,-,-,-,-,-
2496,Eliminated,5,0,10,2,0,24.0%,100,0.00,24.0%,-,-,-,-,-,-,-,-,-,-
2497,Eliminated,5,10,0,3,0,24.0%,100,0.00,24.0%,-,-,-,-,-,-,-,-,-,-
2498,Eliminated,5,10,6,2,0,24.0%,100,0.00,24.0%,-,-,-,-,-,-,-,-,-,-
2499,Eliminated,5,10,6,3,0,24.0%,100,0.00,24.0%,-,-,-,-,-,-,-,-,-,-
2500,Eliminated,10,5,0,1,0,24.0%,100,0.00,24.0%,-,-,-,-,-,-,-,-,-,-
2501,Eliminated,10,5,0,3,0,24.0%,100,0.00,24.0%,-,-,-,-,-,-,-,-,-,-
2502,Eliminated,10,5,10,3,0,24.0%,100,0.00,24.0%,-,-,-,-,-,-,-,-,-,-
2503,Eliminated,10,10,0,1,0,24.0%,100,0.00,24.0%,-,-,-,-,-,-,-,-,-,-
2504,Eliminated,10,10,6,2,0,24.0%,100,0.00,24.0%,-,-,-,-,-,-,-,-,-,-
2505,Eliminated,10,10,8,3,0,24.0%,100,0.00,24.0%,-,-,-,-,-,-,-,-,-,-
2506,Eliminated,10,15,4,3,0,24.0%,100,0.00,24.0%,-,-,-,-,-,-,-,-,-,-
2507,Eliminated,10,20,2,1,0,24.0%,100,0.00,24.0%,-,-,-,-,-,-,-,-,-,-
2508,Eliminated,15,0,10,2,0,24.0%,100,0.00,24.0%,-,-,-,-,-,-,-,-,-,-
2509,Eliminated,15,5,2,2,0,24.0%,100,0.00,24.0%,-,-,-,-,-,-,-,-,-,-
2510,Eliminated,15,5,6,3,0,24.0%,100,0.00,24.0%,-,-,-,-,-,-,-,-,-,-
2511,Eliminated,15,5,8,1,0,24.0%,100,0.00,24.0%,-,-,-,-,-,-,-,-,-,-
2512,Eliminated,15,10,0,1,0,24.0%,100,0.00,24.0%,-,-,-,-,-,-,-,-,-,-
2513,Eliminated,15,10,2,2,0,24.0%,100,0.00,24.0%,-,-,-,-,-,-,-,-,-,-
2514,Eliminated,20,0,10,2,0,24.0%,100,0.00,24.0%,-,-,-,-,-,-,-,-,-,-
2515,Eliminated,20,20,0,2,0,24.0%,100,0.00,24.0%,-,-,-,-,-,-,-,-,-,-
2516,Eliminated,20,20,4,2,0,24.0%,100,0.00,24.0%,-,-,-,-,-,-,-,-,-,-
2517,Eliminated,0,0,6,1,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2518,Eliminated,0,0,8,3,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2519,Eliminated,0,5,0,2,2,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2520,Eliminated,0,10,2,2,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2521,Eliminated,0,10,10,3,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2522,Eliminated,0,20,2,3,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2523,Eliminated,0,20,4,3,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2524,Eliminated,5,5,8,1,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2525,Eliminated,5,10,0,3,2,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2526,Eliminated,5,10,2,2,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2527,Eliminated,5,15,2,3,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2528,Eliminated,5,20,2,3,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2529,Eliminated,10,0,10,3,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2530,Eliminated,10,10,0,3,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2531,Eliminated,10,10,4,3,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2532,Eliminated,10,15,0,2,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2533,Eliminated,10,20,6,1,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2534,Eliminated,15,0,10,3,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2535,Eliminated,15,5,4,3,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2536,Eliminated,15,10,2,3,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2537,Eliminated,15,15,0,1,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2538,Eliminated,15,15,2,1,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2539,Eliminated,15,15,8,1,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2540,Eliminated,15,20,10,3,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2541,Eliminated,20,5,2,1,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2542,Eliminated,20,10,2,1,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2543,Eliminated,20,10,2,3,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2544,Eliminated,20,10,10,3,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2545,Eliminated,20,15,2,1,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2546,Eliminated,20,15,6,3,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2547,Eliminated,20,20,2,3,0,23.0%,100,0.00,23.0%,-,-,-,-,-,-,-,-,-,-
2548,Eliminated,0,0,0,2,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2549,Eliminated,0,0,0,3,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2550,Eliminated,0,5,0,2,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2551,Eliminated,0,10,2,3,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2552,Eliminated,0,15,0,2,2,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2553,Eliminated,0,15,0,3,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2554,Eliminated,0,15,4,3,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2555,Eliminated,0,15,8,2,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2556,Eliminated,0,20,6,2,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2557,Eliminated,0,20,8,3,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2558,Eliminated,5,5,0,3,2,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2559,Eliminated,5,5,8,3,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2560,Eliminated,5,10,10,3,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2561,Eliminated,5,15,4,3,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2562,Eliminated,5,15,8,2,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2563,Eliminated,10,5,2,3,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2564,Eliminated,10,10,4,1,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2565,Eliminated,10,10,6,3,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2566,Eliminated,10,15,2,3,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2567,Eliminated,10,15,4,2,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2568,Eliminated,10,20,2,2,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2569,Eliminated,10,20,10,3,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2570,Eliminated,15,5,6,2,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2571,Eliminated,15,10,0,2,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2572,Eliminated,15,10,6,2,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2573,Eliminated,15,15,0,3,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2574,Eliminated,15,15,4,2,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2575,Eliminated,15,15,6,3,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2576,Eliminated,15,20,2,1,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2577,Eliminated,15,20,6,2,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2578,Eliminated,20,10,6,2,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2579,Eliminated,20,15,8,2,0,22.0%,100,0.00,22.0%,-,-,-,-,-,-,-,-,-,-
2580,Eliminated,0,0,2,1,0,21.0%,100,0.00,21.0%,-,-,-,-,-,-,-,-,-,-
2581,Eliminated,0,0,10,3,0,21.0%,100,0.00,21.0%,-,-,-,-,-,-,-,-,-,-
2582,Eliminated,0,10,4,2,0,21.0%,100,0.00,21.0%,-,-,-,-,-,-,-,-,-,-
2583,Eliminated,0,10,6,3,0,21.0%,100,0.00,21.0%,-,-,-,-,-,-,-,-,-,-
2584,Eliminated,0,20,6,3,0,21.0%,100,0.00,21.0%,-,-,-,-,-,-,-,-,-,-
2585,Eliminated,5,0,10,1,0,21.0%,100,0.00,21.0%,-,-,-,-,-,-,-,-,-,-
2586,Eliminated,5,5,6,2,0,21.0%,100,0.00,21.0%,-,-,-,-,-,-,-,-,-,-
2587,Eliminated,5,5,8,2,0,21.0%,100,0.00,21.0%,-,-,-,-,-,-,-,-,-,-
2588,Eliminated,5,5,10,2,0,21.0%,100,0.00,21.0%,-,-,-,-,-,-,-,-,-,-
2589,Eliminated,5,15,8,3,0,21.0%,100,0.00,21.0%,-,-,-,-,-,-,-,-,-,-
2590,Eliminated,5,20,8,2,0,21.0%,100,0.00,21.0%,-,-,-,-,-,-,-,-,-,-
2591,Eliminated,10,10,2,3,0,21.0%,100,0.00,21.0%,-,-,-,-,-,-,-,-,-,-
2592,Eliminated,10,10,4,2,0,21.0%,100,0.00,21.0%,-,-,-,-,-,-,-,-,-,-
2593,Eliminated,10,15,6,3,0,21.0%,100,0.00,21.0%,-,-,-,-,-,-,-,-,-,-
2594,Eliminated,15,10,2,1,0,21.0%,100,0.00,21.0%,-,-,-,-,-,-,-,-,-,-
2595,Eliminated,15,10,8,2,0,21.0%,100,0.00,21.0%,-,-,-,-,-,-,-,-,-,-
2596,Eliminated,15,10,10,3,0,21.0%,100,0.00,21.0%,-,-,-,-,-,-,-,-,-,-
2597,Eliminated,15,15,6,1,0,21.0%,100,0.00,21.0%,-,-,-,-,-,-,-,-,-,-
